block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
26925478,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-122200,-122000,337389786974275498375920,504599160721613886666040,5000000000000000000,1649499432
26926512,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-122200,-122000,236172387352352502084697,353217345358355612075120,3500000000000000000,1649501662
