block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
25077559,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75300,-68460,2335838989568852942342,8477954164989015056677,14003012879823728254,1645178263
25087643,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-72480,-69240,2705412450939113139234,7325449386901636643630,6047859170147817666,1645204147
25087963,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-71820,-68820,4017375771157449203980,10520719085900894900296,7964339835728544404,1645204884
25088123,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-71820,-68820,887921814562706897451,2104094580705932098018,1954972696488763838,1645205304
25088645,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-72360,-68880,2899928258204153823901,8220585921518658186360,7101552052096594105,1645206397
25088751,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-72360,-68880,1240110005244945283809,2982366587436075876897,3500000000000000000,1645206729
25088954,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-72360,-68880,190047373157870912681,469617421577674233286,525338802188542712,1645207155
25415664,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-71940,-68340,4169284217596154626124,20374607782948133184738,3628186739322118435,1646039094
26431268,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-72360,-68820,4384523031468547048743,17965050133291544302045,6486039627028439000,1648404370
26562950,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-78720,-64860,10342595973044423777,109264301606469473622,83946905887922511,1648697154
26967247,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887220,887220,1801933370982187263,67133239603958372466,48365964351104820,1649591929
