block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23503811,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,32000,32400,21541943714935680254245,45000000000000000000,1018327886036463600672,1641699851
24634532,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-414400,31400,104030756749784048923756,0,499999999999999999999997,1644190184
24635473,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138200,38000,598413900693021248477293156,0,3999954849213027789505236666,1644192254
24635799,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,299400,1261816153393157609598,0,3999994822201923925778202942,1644192974
24790688,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,299400,315454446688,0,999999999999536573,1644530272
24791062,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,32200,36800,3092252533733248873501111027,0,3999984811699091412924685284,1644531046
24794086,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,31800,32200,13461275856156668692904844064,0,1333331603900000000000000000,1644537969
24794716,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,31800,32200,10095969987347772858,0,1000000000000000000,1644539525
24795001,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,25400,39400,85351611152873244729,5000000000000000000,127050803530386002477,1644540229
24795131,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,32200,32600,474776815171771641523,1000000000000000000,22208013510093891797,1644540509
24797966,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,217630335,0,3999994985184569073397827186,1644547708
24798035,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,5052675193816251795,1000000000000000000,25529526614206097642,1644547850
24799109,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,62200,62400,1109686337048776435141,0,250000000000000000000,1644550090
24799132,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,23000,887200,54,0,992507451683914974107,1644550228
24799331,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,38000,887200,2,0,36759535247552406442,1644550850
24801008,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,35000,887200,1,0,18379767623776203222,1644554748
