block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22844571,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268400,-265400,25807941611538,1120632280975869688,3098795,1640212273
22844700,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,39630789455202,24673473006181677350,63655387,1640212539
22844822,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,1929257810952,1201123953745541115,3098794,1640212919
22850717,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268200,-262000,741894951,99385101445112,78,1640225771
22856201,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266600,887200,16260878102874,9999999999999791956,0,1640237341
22856893,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266600,809026112151591,4999999999999989284,0,1640238893
22860406,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-288400,-253200,6529220719990,1999999737586308270,6943994,1640246419
22865557,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-414400,-257000,41595983628573,9999999914904720538,66945663,1640257689
22866861,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-414400,-257000,4060381197363,999999993975722973,6473602,1640260725
22868164,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268000,-266000,31574292613451789,948107486589168855557,2500000000,1640263591
22868376,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,41836967145461,26224518307676694619,66744098,1640264148
22869944,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268400,-262000,91576079660,12656197318921665,10000,1640267640
22870011,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273000,-261000,8534136520403842,1382815255298085054684,3537714324,1640267778
22892370,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-414400,-256600,635188811718284,155388008675785192733,1027771341,1640317907
22901492,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269200,-265000,162362544362638,7544785914602562566,32531567,1640339269
22909122,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268000,-261800,64713960425938,8683658814558006618,6607626,1640355846
22909628,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273600,-259800,110974709501,19999748068167162,52420,1640357145
22938877,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267200,-266600,2969636183024,43500861559298111,30361,1640421289
22938910,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267200,-266600,648290524722,9496515609336020,6628,1640421363
22939181,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267200,-266600,270333725428223,3959996861530494161,2763841,1640421921
22939214,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267200,-266600,9440021637371,138282620851517205,96513,1640421991
22944877,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267800,-267600,1535975890467872755,0,23638694409,1640434309
22952775,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-414400,-258600,74331519515065,15596081641625642577,119418869,1640452216
22952929,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266400,8130710067652,99999999999990542,0,1640452600
22953080,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266400,17237105343423869,211999999999999982344,0,1640452970
22955011,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-265600,829384723940541,29999999999999931328,0,1640457323
22962890,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266400,1735190984611831,7690967888962837757,35832561,1640474531
22962911,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266400,15700774793358983,69591276025776637330,324228846,1640474615
22964275,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266400,22561391034666,99999905207418493,465904,1640477559
22965493,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266600,-266400,27838644044028955,20806312958177483118,398871139,1640480113
22982991,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266800,-266000,19613726833269061,0,1288587967,1640517680
