block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22849511,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-328800,-328260,1361548543292,499999999999413470,0,1640223279
22868125,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-350520,-230280,2454713152,99999999935757085,0,1640263499
22870544,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-332040,-326220,23749323152203,39177472756973075067,259982,1640269008
22877559,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-329580,-327780,3074853892340083,1860091437045211465872,9840629,1640284763
22886952,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-329640,-328200,3870139542,1872195755471638,10,1640305942
22898749,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-329520,-328380,1853147467071029,739999907525202537809,3661505,1640333029
22901892,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-336240,-322080,235868865232358,961132554486835618251,5141712,1640340097
22917314,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-336240,-322920,1211593396286,4715175743627434090,24942,1640373865
22917960,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-331980,-328380,10434369630516,7546845198700153940,88014,1640375309
22925542,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-330360,-328320,377563154148,334219240046778474,989,1640392227
22925605,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-330360,-328320,3266945587355,2817644093798519078,8919,1640392357
22925800,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,128940,131220,5421509867488395636,926250433855649,0,1640392759
22995697,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-331500,-324540,355681759542,803574853620871145,4000,1640546089
22997824,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-331260,-322080,22385490129804,79999713678148754759,231503,1640550863
23005671,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-335100,-321240,91319989380,357543945655227726,2000,1640568712
23054755,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-328500,-328080,8149893154331266,2299999999999997371669,0,1640677149
23071871,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-331260,-322080,16569812967891,67999623241502042439,124481,1640713506
