block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23034194,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,92381460049784176868,5025187101640880404,150040020421341398624,1640632038
23034233,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,18070335343741903529,982954978658721501,29348675400176862335,1640632116
23039268,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,8865120590296258239,482227598706931463,14398158176856094799,1640643152
23232942,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,1543374733187699268,1000000000000000000,2382005567042201906,1641064990
23233824,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,2159553301171384035,1399241062286295386,3332999999999999999,1641066938
23234412,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,12958615668595163731,8396286002318004117,19999999999999999998,1641068150
23234428,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,5183446267438065491,3358514400927201646,7999999999999999997,1641068182
23676506,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,122101943906352248927,245849577642175262,203662959998413539884,1642088921
23755056,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,61639817631387556780,124110416638739185,102813659725180605000,1642267660
24033791,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,19784472095176321774,39835599277625058,32999999999999999377,1642872399
24113502,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,96411667074225459712,194122770462651318,160812226787953899829,1643045269
