block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24041495,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-82940,-82740,794752863079288092,500000000000000000,0,1642889234
24044392,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-82890,-82870,5616889691723134654,115547821192623164,60000000000000,1642895344
