block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23901057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27600,14376146939219077850,1465871360448312733,11999999999999999996,1642583496
23901538,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27600,14449389811161474901,293370691104644749,24335463930321311311,1642584488
23906468,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18200,39600,18498498566364756244,2763089325497523995,18399379183318678663,1642595099
23919803,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,9881006329947028550380,2987640000000000000000,32679401163611829545340,1642624544
23939498,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138200,32800,51999711398692291861,6564990037781678458,162322139959579672838,1642667697
23956560,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,10866677485355046947983,2996730000000000000000,39404510773650708122388,1642704115
24033053,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,11504317742688102030419,3182060000000000000000,41592341666947910262589,1642870751
24057377,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18400,32200,67400451050320902807,5524517519515576858,69999999999999999992,1642922679
24108863,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,13346106620465809080071,3218980000000000000000,55333851693654915424173,1643035438
24147527,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18400,32200,42641310864180159292,260045038336969386,99999999999999999733,1643118372
24188769,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18400,32200,16043422667950613873,0,40000000000000000000,1643206620
24228878,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28200,42200,133357507040871429601,6742568795682813911,229999999999999999970,1643293896
24239797,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,581649002158650393429,9010605570752501616,370117645213617655332,1643317713
24246047,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,803209539867072086031,9386528404547518840,619758994078604184379,1643331128
24263112,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,670047191293303936087,15000000000000000000,272079291906191852792,1643368422
24284521,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,207825528373831116243,2220882271935143367,167962554332925724992,1643416693
24303042,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,288311327005231602303,1604347421669214490,289107134625116472147,1643458224
24341187,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,31000,42000,351521216935323768003,9972821376414918903,674374814648261624774,1643542499
24350491,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,23078080916418953367447,3219980000000000000000,165404076666557145781163,1643562888
24361095,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,38000,45000,212501913462859089790,5000000000000000000,227434192024577334433,1643586960
24451621,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,21878876601861829893314,1690260000000000000000,283202135387157628197074,1643785154
25124252,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,59200,65200,886630829339492205785,5097771277979360257,2977207766873259975413,1645295422
25266602,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,61000,66000,1067735553131439287100,1263835128650688341,5502327391654432373906,1645641213
