block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
27206251,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,11831813582739627,241038725153974849129,507797800,1650114910
27206377,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,2221135901317342,45999999695071514241,94276068,1650115254
27206432,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,66626319577832,1331292989848223489,2895916,1650115412
27208675,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272540,8323337858173083,159658898673860444147,338392986,1650120168
27208801,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272540,1963856135244798,36374060402352118532,81652192,1650120428
27213137,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,10098707941926221,286663332972973124705,321186101,1650130141
27213259,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,3919469309668355,111258957058965466079,124656952,1650130393
27213285,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,163700920366430,4563450711039192276,5321071,1650130445
27213357,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,78686321392185,2250350816097075591,2479589,1650130593
27213470,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,12016617771570,346283508887018880,375075,1650130827
27250985,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273046,-272337,3382658082507297,99999999999999955778,0,1650212378
27285338,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,49671499842766,1999997614924719597,780408,1650287315
27285458,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-273699,-272472,24610320709515,995282940003560371,380836,1650287584
27446266,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-272705,-272665,559981283958305,445615115635224529,701509,1650640407
