block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24302362,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,-131220,12024043728586103552637732638,0,5000000000000000000000000,1643456820
24302405,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,-131220,12024043728586103552637732638,0,5000000000000000000000000,1643456910
24302430,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,-131220,120240437285861035526377326386,0,50000000000000000000000000,1643456960
24302802,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,276472273723347084240,6869257040991037463,731072008732764527,1643457728
24303427,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,65777183844739265184,1300000000000000000,2545956494568980336,1643459018
24303658,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,28141447709980677654,571378372794944494,980078892013395509,1643459492
24303946,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,36494196273138766628,700000000000000000,1565678925979449186,1643460088
24304004,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,16213498886558411538,300000000000000000,775050338570979338,1643460208
24304055,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,22818850655982845296,400000000000000000,1252117234599445284,1643460310
24304092,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,24081635424458957999,400000000000000000,1482936869497776288,1643460388
24304257,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,25409294610640699521,400000000000000000,1726394297832357223,1643460730
24304400,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,56710816593483952412,800000000000000000,4537903333455428321,1643461408
24304432,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,29900831796614162588,400000000000000000,2554595862376364565,1643461472
24304496,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,575544729549090943541,3800000000000000000,78749250612187987356,1643461604
24304524,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,5740454131912900585085,6400000000000000000,1032651104563930834148,1643461716
24304556,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,29469637235458107820991,6200000000000000000,5514265803118557656064,1643461908
24304664,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,157581483826586728348952,6200000000000000000,29702152115251671445578,1643462208
24304764,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19440,20820,850365696996699100757655,6200000000000000000,160501936271655823064187,1643462412
