block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
27080308,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,92110,462453781087622843,10000000000000000,14161613993910470047,1649837139
27080728,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,38820,69250,37583599529467355466,10000000000000000,926726208039455614849,1649838029
27080794,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,68620,69090,70292139819973199501,1000000000000000,50647784912583896762,1649838165
