block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24530690,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,56520,115140,333961727524665962660949,0,99998569112427902953609083,1643957204
25219291,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,56520,115140,1252033844256694035643,24648068839006947139,33669999999999999999168,1645508153
