block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23038680,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,25200,48200,135745684151183741800875,0,1032674468551068512939793,1640641940
23686450,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,2955041400749845116968,30209748382093930446,909896520182835046436,1642112052
23686476,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,2889238249500324974479,29537034747187684365,889634855380504344361,1642112108
23686486,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,2880553350718809228095,29448247968482327298,886960659622219506389,1642112128
23686499,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,2871913594155196866345,29359922684172251751,884300363752773180862,1642112154
23686512,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,1719017228867555717547,17573722633935234539,529308250735177475342,1642112180
23686528,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,1715941373144987944943,17542277786017091206,528361153879668547437,1642112216
23688431,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,4279493235300001889589,100000000000000000000,375694942630259612780,1642116522
23688450,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27200,29600,4217443427024055457808,100000000000000000000,347268628794652925404,1642116570
23691417,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26400,27800,10448400436433765829519,85599675551113103674,1499999999999999999987,1642123197
23691440,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26400,27800,10803271159072738311136,91883507287313572261,1499999999999999999984,1642123243
23691459,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26400,27800,11216077428091473318805,99202853839600021232,1499999999999999999995,1642123285
23691481,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26400,27800,2273274844029645409194,20374018544972463840,299999999999999999990,1642123329
23691518,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26400,27800,8717619049345059751757,80000000000000000000,1122403556606082725760,1642123403
23695628,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,24800,30800,5125287603360406961259,150000000000000000000,3324305047022011464045,1642132523
23695667,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,24800,30800,6108055370703722458140,177000000000000000000,3991454305337080243030,1642132601
23695687,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,24800,30800,4124373242545414113586,118000000000000000000,2720813362170387219366,1642132645
23718983,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,24800,30800,409099983460571546151,11000000000000000000,281895146134325677602,1642186601
23774565,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28800,32800,236285380161100276745,4000000000000000000,123019159347714012962,1642309179
23774584,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28800,32800,6545990708220880957934,110000000000000000000,3426421554560798941753,1642309217
23774617,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28800,32800,10779688525678581100396,174000000000000000000,5803771596664788821786,1642309287
23774642,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28800,32800,3953188063543632153015,63067450444629733335,2145228571499965053719,1642309337
23840444,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28800,32800,154452597761866751613,1126107259359449571,115475110270341062663,1642453602
23909923,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,32000,34000,586257799405256207392,5000000000000000000,162235747607754650506,1642602847
23909957,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,32000,34000,33319922969919050458146,256509306310623907267,9980501845095531305218,1642602919
