block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23233950,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8220,10200,2502845885840231776564,81961285623837256200,177302911684182978621,1641067198
23444678,0xF169BD68ED72B2fdC3C9234833197171AA000580,10980,11040,11561054567839241126307,20000000000000000000,0,1641567834
23447753,0xF169BD68ED72B2fdC3C9234833197171AA000580,5040,5100,15522561879117611293169,0,60000000000000000000,1641574865
