block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23048910,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,76200,115200,5263052878285127742887,100000000000000000000,0,1640664437
23100785,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,76200,76400,4537018151257875887,1000000000000000,0,1640775863
23390780,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-18800,-14400,5201637086339634469,0,500000000000000000,1641441928
23390923,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-24000,-10400,34092026173566048,0,10000000000000000,1641442232
23390982,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-24000,-10400,3553030822196946478,2063532684192494965,500000000000000000,1641442368
23391063,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,460583372884105107109,94683015328636744939,50000000000000000000,1641442648
23391157,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,230291686442052553552,47341507664318372469,25000000000000000000,1641442840
23406156,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,44911757557116841386,8528078358664124674,5000000000000000000,1641480257
23406603,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23000,-15400,237960295275957124209,50349850400838164439,25000000000000000000,1641481235
23407034,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,224558787785584206956,42640391793320623375,25000000000000000000,1641482285
23444817,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,17969423379995056292,4042803693576394996,1890000000000000000,1641568136
23500861,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,90791515436756590979,17847642172548536846,10000000000000000000,1641692483
23500933,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-21800,-14400,840498101670125964187,271990432640543605580,70847880243797665859,1641692635
23500968,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-21800,-14400,243005897159807413992,78638225323012298568,20483630678408914393,1641692705
23501057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-21800,-14400,355902575536989416428,115172295220937753125,30000000000000000000,1641692895
23524575,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-23400,-15600,230506103252020865823,77576533949820004588,20000000000000000000,1641746704
23534990,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-21800,-14400,28618137514892796311,12410316150692669181,1880000000000000000,1641769310
23536798,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-19200,-17400,3271943698462215189354,333999999999999999995,61757121326959506938,1641773144
23536827,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-19200,-17400,1551429048058252849176,143414967625804319194,31706422919727015305,1641773202
23536853,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-19200,-17400,91926683720322576915,8497753981207264941,1878697782081938011,1641773302
23558877,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-19200,-17400,51577530438354154040,2265705651879721900,1469284111825537585,1641823145
