block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
25013886,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27060,29940,105341201439686092525634,1461611884992915919950,35643863264421865364203,1645024459
25014026,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,29940,887220,2,0,36796311329002736524,1645024751
25014355,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,29940,110820,200158144403070527,1827830117588,49999999999986020488,1645025557
25014428,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27840,31260,85579499825177248925853,974067735978122119903,43151317926446570881012,1645025707
25019598,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27840,31260,386525140724390542831,5651321542267531843,169612431383687345895,1645037557
25058012,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27840,31260,1620231318543531665306,33000000000000000000,530285970238465560558,1645124754
25077567,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27840,31260,1368293825951089026092,20000000000000000000,600537255963794016853,1645178302
25086513,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,27840,31260,1053147970642637357797,7995867929870431791,614237195244008295988,1645201188
25114100,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,31260,32220,1018426456820936594114,10000000000000000000,0,1645272965
25114502,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,29880,32520,109541155931666657802011,626472786948580941857,53121604853198127828655,1645273805
25125922,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,29880,32520,379154981894500649130,1443855898286807648,201716488179604890976,1645299164
25149420,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,29880,32520,1186457654578678399017,10924169608532785591,476099479085858867785,1645350554
25152410,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19380,43620,1165826919360978818740,110079484750997106807,2549999999999999999998,1645357340
25163673,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18540,46140,2478429871897874898835,250000000000000000000,6102371037402294112232,1645381944
25164290,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21600,43560,2938478882716276351962,250605358124082362956,6146221056625872172903,1645383393
25164423,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,29880,32520,728729259059454312862,1336025091700195018,423834341610837934008,1645383672
