block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24749506,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17160,19020,223581784625070131107,207564833215544219,49999999999999999796,1644440383
24819617,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17580,18060,2019592677446367921412,2206590367613566938,104748914871073168745,1644597770
24960080,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12540,23040,2658578829714477302846,240442776643752211302,1564103122396815314903,1644906175
24960466,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16260,18060,6688256042061822608034,135471913675088288567,634811522255002545744,1644907099
24960879,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16620,18960,935621682086827083837,40000000000000000000,26682035000761637894,1644907949
24960940,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16260,18060,8654113063720425481807,215624931123734719733,601163273733725520268,1644908075
24963724,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,12427467470952156412869,1540735681096159622451,7571677114193622227576,1644913866
24964349,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16260,18060,12750710658833522793879,260691883600158528883,1196851998214828787286,1644915379
24964893,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,716454668626455068940,93661585591080521353,409843219109943120345,1644916617
24967494,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16260,18060,19357802563786327932166,145595594319724691035,3239999999999999999983,1644922045
24968287,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,4257721266188017773447,479877761319559281463,2870303960410368481147,1644923679
24974243,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9900,23760,6875353118026384324,862398048684528419,4699999999999999999,1644936136
24987148,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,183334349669200033520,24439009894875478088,102329569645760280949,1644965353
24988407,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13200,16800,4388049149027928606622,0,1674221565762379830534,1644967957
24998660,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15060,22500,13909515596847168627292,1891796031659352276229,659766243246177814222,1644989589
24999360,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15240,18900,2118845805728250702817,117292195941211735508,232013595547156390247,1644991161
25000190,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16020,16560,85298364205413977511239,511254520711513417655,2558439046738877131330,1644993123
25000853,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16140,16620,5541486375030786112598,49999999999999999999,43520826984423408319,1644994583
25003097,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16020,16560,69718211387404893774241,580000000000000000000,1269061013763809909841,1645000022
25016386,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,18780,17613698834502583452,801153838378361885,5234615317819588291,1645030033
25084789,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6900,20760,267407656462274541,39343306162656150,155848154626231332,1645196553
25107912,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,1320,16500,1532191160807699222432,96614122209318677410,1419657064603698739564,1645257829
25122294,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10440,11700,15021644207295758356521,215154000000000000000,970373132286084136233,1645290997
25520879,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,14880,18060,21979301083795507922029,77000000000000000000,7505649874118916102050,1646285468
25560479,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,7110791971105442647421,288432202474672612628,3800538860546926120677,1646374218
25591739,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,3999564720244840383845,127707480084269499925,2365424441401594754052,1646445111
25592982,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,39718812068996638420,996379827643729925,25357297514545002589,1646447805
25595704,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,4775669950494805534214,106583173368971397032,971138476822801786446,1646454187
25627350,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,517018593302558251014,20000000000000000000,49183621448192461800,1646526743
25633842,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,17432114284295530401813,600000000000000000000,2134712849570413757005,1646541634
25691189,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,1504954254809048741857,8000000000000000000,490761610932318464162,1646667873
25697531,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20220,27720,3841782222908817818858,399999999999999999999,288059525810871124974,1646681889
25764800,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,335927766368849992731,10909120750378672819,45390574438503628201,1646829286
25771571,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,29220,769946747907247626,117651141265332469,1999999999999999980,1646844532
25781625,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,29220,4306366390926589280,562434269938617383,11871188037887143790,1646866814
25852228,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27660,483539316084079990398,50386930878991311159,397896811437021674825,1647061814
25888509,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21960,23100,19913342594761020715054,368000000000000000000,0,1647150698
25954854,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,22320,24240,1448972812044372169418,39423783453468439575,37828519809822317026,1647313433
27304013,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-9180,11040,3620744021602412284201,0,4000000000000000000000,1650327991
