pool,token0,token1,block_number,timestamp
0xb0a115d33a93b6ee11C8c0539e30ae648AA5753f,0x27C70Cd1946795B66be9d954418546998b546634,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,12412630,1620729086
0xB0cC75ed5AaBB0aCce7cbf0302531Bb260d259C4,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xdAC17F958D2ee523a2206206994597C13D831ec7,12412642,1620729174
0x775d0C18B291B889aB3D7f16338183bbFAF63F7a,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,12414246,1620751419
0x875194c57bD19407b0DB8709607ebD06d02709cA,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0x1456688345527bE1f37E9e627DA0837D6f08C925,12414448,1620753975
0x10581399A549DBfffDbD9B070a0bA2f9F61620D2,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12414460,1620754140
0x34F6783Aa96d88496D1CD3f161a8a9D870cB9f85,0x5136C98A80811C3f46bDda8B5c4555CFd9f812F0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12415201,1620764024
0x6a9850E46518231B23e50467c975Fa94026BE5d5,0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12415305,1620765406
0x399EdF09888344743EA45a540e3c0543E437D153,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xe0955F26515d22E347B17669993FCeFcc73c3a0a,12415422,1620766998
0x11a38DbD302a30e52c54Bb348d8Fe662307FF24c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD0660cD418a64a1d44E9214ad8e459324D8157f1,12415424,1620767013
0xfbB358b2274388f8395c5CdE478375cBeEB32AbC,0x564237444550B664d95c0BaD938372cd90114DeA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12415528,1620768534
0x2ab927DaFa04e163530ff1aA91444279f89E24cD,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0xD0660cD418a64a1d44E9214ad8e459324D8157f1,12415655,1620770020
0xB88Fd0E707d692eBaFF2073058D15748D4082009,0x0cB8D0B37C7487b11d57F1f33dEfA2B1d3cFccfE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12416012,1620774881
0x62495596732C1A899e13f4389D09DC54fdC485E3,0x1492E7db29f5A79F47ea73Ed6081F57bc553DEc5,0xdAC17F958D2ee523a2206206994597C13D831ec7,12416058,1620775392
0xDe2FAfCa72F43103078435F707cD5C6B7c1AEeF2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC7d6F3724B0e4322911F8751469B50503dCf384f,12416256,1620778036
0x2b3F164B890585E0191a852AC531e0f3D7cdb728,0x054D64b73d3D8A21Af3D764eFd76bCaA774f3Bb2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12416799,1620784993
0xF0A08a6814cD06A5F2E3ADc867e113f1bbbE327F,0x5A48498EF36629EAbf89984E4bABffc2a771c040,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12416834,1620785508
0xEb7A16Bc831Ca1dc20365597381F8289F99B09b6,0x054D64b73d3D8A21Af3D764eFd76bCaA774f3Bb2,0x9Fd1d329BB687fef164F529f6F6DcD6f69e7b978,12417053,1620788550
0xE086085b2CCeEc534D65fED8e59854c2dd66f741,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD0660cD418a64a1d44E9214ad8e459324D8157f1,12417299,1620791742
0xB6746400bEC6d6BEf46Fa3D331C6c604Dcd7cb64,0x937464F7216C5cc6Ba7E225F0DDd23B3e3b2158A,0xdAC17F958D2ee523a2206206994597C13D831ec7,12417484,1620794130
0xc75BA9831e713666e2ba1D11952C95011C961573,0x4Dfd148B532e934a2a26eA65689cf6268753e130,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12417559,1620795111
0x3c1228F11ee2E716827eEaee844d50FEbF0FE775,0xafDd84795cACAFcd3ac6DE6796C3d69BA5b161Cc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12417759,1620797828
0xf25Cb7f26B3bf82B559C6c998A7AFd9cfbB831E9,0x686C650dbcFEaa75D09B883621Ad810F5952bD5d,0xdAC17F958D2ee523a2206206994597C13D831ec7,12418047,1620801645
0xBb6642Dda99C7fB1ecf310BAa3477FA7BA3e7C82,0x5e74C9036fb86BD7eCdcb084a0673EFc32eA31cb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12419213,1620817041
0x603c0e9a12BAf6E96124Bde1e3F440343c6eaAF1,0x9aeB50f542050172359A0e1a25a9933Bc8c01259,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12419366,1620819089
0xA343fdAc58ac0F8BAe2B917792ee5007ca50C767,0xb8849f39fB4C4770aF26053C11c103843fA93373,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12419580,1620822040
0xD966DA62dEC253128Dbd16a4034De6e051e1D2D7,0x99295f1141d58A99e939F7bE6BBe734916a875B8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12419766,1620824706
0x92624da803a3e90F673C73195DB8830f08219fC0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc67B12049c2D0CF6e476BC64c7F82fc6C63cFFc5,12419798,1620825228
0xDa4fA998305e832Cb9B9f17dA54dBb06e0A9Cf02,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfDEcd4C5701Fd9Ab7DaA2F7A2a266f8ceb7f2566,12419947,1620827428
0x4768F4dfB46b26889FFAaB881945bd7D340505c2,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,12420208,1620831193
0x4a7156F612b9d883A368A8032BbC48CDf9DC325D,0x6466165eF085C4b5Bc9C978397b128A85d12c184,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12420371,1620833451
0x235c74836bF329A8C4172Af9D07173f38026A49c,0x1492E7db29f5A79F47ea73Ed6081F57bc553DEc5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12420414,1620833994
0xCEee866d0893EA3c0Cc7d1bE290D53f8B8fE2596,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,0xc00e94Cb662C3520282E6f5717214004A7f26888,12421823,1620853095
0xAaDbD2237d00453e4201Fe34930827bFfd1Da47B,0xb322BdeF9c960bb3E54317B1404bE3318e64891d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12422006,1620855326
0x2FFC646b784732687F647E4f20a62Db04cdE6be8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC2F8A90bd527fCA7b16c3e62050BE414941996D5,12422176,1620857494
0x7245Fb24C071F7D4A315239096395a466ac39E88,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF6FfaF361040A8b47f0aDf4C9731be502A7e0FC6,12422503,1620861750
0x4F2f3bDF115539a78A30769eb42489BD0F9d47Da,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xca1207647Ff814039530D7d35df0e1Dd2e91Fa84,12423355,1620873273
0x88F1C1c094884450EFCd252F3A574D64e0b1290b,0x4574562E9310a94F9Ca962bd23168d8a06875b1A,0xdAC17F958D2ee523a2206206994597C13D831ec7,12423478,1620874874
0x923e9e9E890A5453C13cE4AE4C2bdb898EB0B6ba,0x8A5E801Fa974A16AF0348cC13B0d832A550Fc93e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12423488,1620874951
0xb45Ab11Ae9a63fF8A0ceEb48545f3639726D1422,0x9DF38Ad87D02b006F93424C6815BA0B2B3e3AEF8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12423527,1620875493
0x07eD78c6c91CE18811ad281D0533819CF848075B,0xBBc2AE13b23d715c30720F079fcd9B4a74093505,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12423639,1620877251
0xA9231B30443A2EB39a4A2d5Ef096Bf157F4DFF61,0x33349B282065b0284d756F0577FB39c158F935e6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12423684,1620877746
0x0AC0C1c8e854bba874dA31F566251f757982e97b,0x0DDe6F6e345bfd23f3F419F0DFe04E93143b44FB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12423937,1620881119
0xBff03D0e976D59DB412Ba44f57bdc6c299154611,0xD5cd84D6f044AbE314Ee7E414d37cae8773ef9D3,0xdAC17F958D2ee523a2206206994597C13D831ec7,12424185,1620884151
0x64a0d84d1C1B92Fdc1149FFe3Cee5e2fE0FEBD8e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD6c67B93a7b248dF608a653d82a100556144c5DA,12425018,1620895144
0xB702eaD3B0C34FDdfa9b4229C981d56a868A5164,0x7f3BEbd8D994972788f63585933446b520100732,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12425096,1620896266
0x4B63963d9a331586EA94a993820F3BDaA474BD59,0xAEAA81BDE6F53B8577AC0483c0dfb3D81732Cc2C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12425211,1620897778
0x366c35115289Df55e25532D0c624a5e6A6CACC5D,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x83e6f1E41cdd28eAcEB20Cb649155049Fac3D5Aa,12425256,1620898433
0xb34348fb650596B5e5784ae63dAdE893674a38EB,0x6aCB751002Ef6EC4ddd9e85f2ab6195516a62635,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12425439,1620900786
0xD203036cb2FC9ED81e16d87e026269E68Dc1e897,0x686C650dbcFEaa75D09B883621Ad810F5952bD5d,0xdAC17F958D2ee523a2206206994597C13D831ec7,12425443,1620900862
0x9C729E49d1dfB269f3909DfD3Fd2b6fcC8c800ef,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE1c7E30C42C24582888C758984f6e382096786bd,12425707,1620904530
0xD0f3076B1f9384aD50D1c683376d7AC70d1e2995,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFe6615Eb1E31d01cb737251BEE5E3f8D2089e9B6,12425721,1620904694
0x1c98562A2FaB5aF19D8Fb3291a36AC3C618835D9,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12425960,1620907902
0x5d475ce37B1D98127344132faDD80f5c5e1e1931,0x887168120cb89Fb06F3E74Dc4AF20D67dF0977f6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12426461,1620914751
0x6f093036a5eB623A7e07BE17F21F72aEE543BEc1,0xb89903ddE3899f0280B99913168Ee833a7896B93,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12426474,1620914891
0x04ED15a29adDaD1E8189026d17879403997050a3,0x519C1001D550C0a1DaE7d1fC220f7d14c2A521BB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12426622,1620916966
0x3fdb6c0073fE81DC662C8A1A418aa3195f4a75Cb,0x77962444Cc6869f6E3195fA9a6877701327833e5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427030,1620922422
0xAF585783337434FeE47C9abfBD737156f9a84Dd1,0xA0335820dC549dBfae5b8D691331CadfCA7026E0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427148,1620923823
0x058D79a4C6eb5B11d0248993fFA1faa168DDd3C0,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427566,1620929422
0xE09E394bE1FFD85Da23f00749f0090630b701Ea3,0x21141638B5F81002B17816D699b066d3aeB51129,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427624,1620930085
0xAaFaC42f553bBf80862FCe24dac292eEc5173f72,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE1c7E30C42C24582888C758984f6e382096786bd,12427659,1620930531
0x664b92eCE366DB41042942c5cA41e3398078DD63,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC242Eb8e4E27EAE6a2A728A41201152F19595C83,12427731,1620931469
0xb703259778A7045a1614990bC451bDa48CA9D6A8,0x4Af76Cd04d155359B5d9aEfF4dE5a220BC7F807B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427827,1620932752
0xc79BCdA461456511e1c6a6916321A5851817256d,0xb9f493b6fb4ab7b9845c844557aBaE84D98CBE24,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427832,1620932778
0xa2022D57c52FA17d75C6707585206293D54304B1,0x689CF5f8DD09BBB4417514C88909bb64ebA2547D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12427957,1620934231
0x699C2E8e64624df5ADC56599223692C7fA1b8630,0x28Cca76f6e8eC81e4550ecd761f899110b060E97,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12428017,1620934984
0x955Da6a5A887439ac9f19d76010Bd7534c312289,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,12428401,1620939827
0x80ba2dE1cEd9DE57366514d9a797F3e10884eAd5,0x3218A02F8F8B5c3894ce30EB255F10Bcba13E654,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12428596,1620942412
0x199621a88B58E96209BC0dab3ec8b8f3CF7B4626,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xed0d5747A9AB03a75fBfEC3228cd55848245B75d,12429078,1620948792
0x9Ca37e40aeF2686A6f44cb4e2708849231ef3878,0xa3C22370de5f9544f0c4De126b1e46cEadF0A51B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12429139,1620949739
0x0cF7494c9dE661467403aBeE8454b3BBf0179a84,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x55296f69f40Ea6d20E478533C15A6B08B654E758,12429204,1620950465
0x38265fD46CAe892F03c65d287738F37940C71812,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xed0d5747A9AB03a75fBfEC3228cd55848245B75d,12429220,1620950700
0xFF79e89BD6d2B043d949FBE9317a5A2D6d5c35Fa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDD63603BFb128f184242B5A8541E9fDf3EB4B20b,12429301,1620951798
0x42828AC0eF0591081478d4E6A06a4B92695f8017,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,12429396,1620952962
0xEdCfeCE1060E568E10425E95e35B179d5B5A2b5F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdfd1E167753b1413B0355D6770C7732Dadd915B5,12429573,1620955168
0x290e1D74EeE046d85dCc789eC555196F2D06a1D7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,12429593,1620955408
0xfA18F4Ee096cd153E6CAF601C8B63BdFC1a0E60b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07,12429726,1620957551
0xB1608e16609a7fF3AC5b0DA49A0539Bb0C3c3D9D,0x178c820f862B14f316509ec36b13123DA19A6054,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12429787,1620958362
0x389Baf82665869cc1B70a1D33628Ea01FA22a050,0x84bA4aEcfDe39D69686a841BAb434C32d179a169,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12429893,1620959753
0x82743c07BF3Be4d55876F87bca6cce5F84429bD0,0x2b591e99afE9f32eAA6214f7B7629768c40Eeb39,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12430067,1620962158
0x7290A210537cE51CaF4E8c2403B81BB571C46937,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF377745E14bc6963a7E28Acb23675081be81dc44,12431054,1620976054
0xe82a000e2478c882c38ff6C3e13fA454BC561DD3,0x2bA64EFB7A4Ec8983E22A49c81fa216AC33f383A,0xdAC17F958D2ee523a2206206994597C13D831ec7,12431061,1620976115
0x93BB1bEd3e3F65372861dCE8cc7a6A792C09D33a,0x1Bf0Eae9D1fD3f841e1034b81603d96fc3E3Cca6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12431216,1620978038
0x04e08Fd3503C971d510674b2bc5c9A17d4760Eaa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEcD7a66e01ca783c0491D0bb70dd0d39575fd105,12431516,1620982217
0x16774C080aC2D2f376Fc1e449cf6d98917760664,0x8Dca21C5C8165886Ea1fa800ff9321eC74fDE2c0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12431604,1620983385
0x5252fEBfc81f5C987ff23E446ee4275056732946,0xaeEAA9C0EcD8D50AB7FCD159bDdaD0f52Ce360c2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12431660,1620984183
0x4351825D4B6b92264c76FFA10b4981074fa01326,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe875c61d4721424A6988E5fA2dFB8d6CA6af5c64,12431825,1620986275
0x2c72E4c8f2601f71769De5Bbf7cA252be910E7a6,0x9Cb2f26A23b8d89973F08c957C4d7cdf75CD341c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12431841,1620986561
0x575700A2191097f626B651DE014487CD873c99eA,0x50f09629d0afDF40398a3F317cc676cA9132055c,0xdAC17F958D2ee523a2206206994597C13D831ec7,12432114,1620990273
0x09466Eb0209370ecC80E1EB1D1C2D4905aF9c09c,0xAcDAfFe747262E9159d5C4873C1DF61fE2E95397,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12432190,1620991159
0x1465988655dD229d3404B74a966A1B18Dc0A12b6,0x96b52B5BF8D902252D0714A1BD2651A785Fd2660,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12432307,1620992688
0xC66af8bb2Be8722C6151F2215a94F19580B15090,0x50f09629d0afDF40398a3F317cc676cA9132055c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12432345,1620993261
0xF1FfE180E7b5211ebe0E2B3b2e5bF2d38D996D79,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xAb15c97fC90D089ade3CafCF11fe676143077F25,12432629,1620996820
0x3D71021345AeD9FFab1Efd805e58aEc9c857D525,0xA0335820dC549dBfae5b8D691331CadfCA7026E0,0xdAC17F958D2ee523a2206206994597C13D831ec7,12433068,1621003131
0xb10adB35ea2F2490EB338BDc11DC723Ad40f128F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC12D1c73eE7DC3615BA4e37E4ABFdbDDFA38907E,12433519,1621008788
0x87d1b1A3675fF4ff6101926C1cCE971cd2D513eF,0x0B498ff89709d3838a063f1dFA463091F9801c2b,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,12433880,1621013288
0xd0AF1981f52146a6939385451dAeA0726e13a484,0x55296f69f40Ea6d20E478533C15A6B08B654E758,0xdAC17F958D2ee523a2206206994597C13D831ec7,12434557,1621022295
0x952a4D899d5a61bA4dE81f8E2BAe1a2562eC0B33,0xb525Ecee288B99216CD481C56b6EFbdbE9bF90b5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12434565,1621022420
0x7C911d97315eaFe8Ee487985E4D2F21bcd6a2A0c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD520ddbdf81323F4B9a0Ea0AdBb692eBEf6cE280,12434950,1621027273
0x4693456599a8a4975862A0E720C5de7E1D09A1e4,0x514910771AF9Ca656af840dff83E8264EcF986CA,0x55296f69f40Ea6d20E478533C15A6B08B654E758,12435094,1621029181
0x74DaCd53fB4E285aFc129edfa2e391A227310B19,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFa20385D5E06DE3F8544e634F28304E6A6a5bD0a,12435245,1621031275
0xeFba6ba69C82776Cdd279f74FBFEe1CF4e927aae,0x5C84bc60a796534bfeC3439Af0E6dB616A966335,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12435579,1621035573
0x2C73aB8Ee6C3aEBd692Cc9937A69ca9811b027cF,0x05079687D35b93538cbd59fe5596380cae9054A9,0x18aAA7115705e8be94bfFEBDE57Af9BFc265B998,12435667,1621036705
0x90318da7C4F9D25d974315CE06785b798d43e863,0xa4E770EaB93e68cD93eA71aD4b89B61AdebFF695,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12435815,1621038883
0xc485b2757CA69E83998bf4543833409bc7a417Ac,0x05079687D35b93538cbd59fe5596380cae9054A9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12435956,1621040887
0x5B5c8EB7142e5f484099853fefeaa74e56D0dDa9,0xAec7d1069e3a914a3EB50f0BFB1796751f2ce48a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12436385,1621046803
0xbA965e77582566967d0EDebe2B590e4Ed8306095,0x0Ae055097C6d159879521C384F1D2123D1f195e6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12436541,1621048847
0xEd77BB9D173271889b5600Ddfef5239a4fd8B4d8,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,12436796,1621052524
0xe381F103ec66e9c7F26fd1104d33F74960EF9798,0x27A25Fa937549bABEFc415aD72bF43aD9A0F9E7D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12436811,1621052772
0xDA827fe99ADb2643D80fd30f750b8b96321d7726,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12436891,1621053926
0x03A86da24F980CFEacE0898883db181C74BE9c13,0x86ed939B500E121C0C5f493F399084Db596dAd20,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12436985,1621055288
0xE74E836b761348f2782A7d3CEB7912C67361D89f,0x9B224AeDBe16f24893093B461d49783e392EBC2a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12437052,1621056037
0x0CE3E9E879B4623A902eE08a9921A4b9D8B27d71,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12437131,1621057127
0x718961d3Dd5abbeF046EcB4407E38b7B4aAF9A3c,0x875773784Af8135eA0ef43b5a374AaD105c5D39e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12437198,1621058059
0x9f769262273ED2C21Caccc3ebE4e61f5b489d891,0xa8229B3A6D629854bB30145C1a7458e23B46E737,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12437198,1621058059
0x083178E6aDCadBdA37c02c47B1101AA19878d404,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0xdAC17F958D2ee523a2206206994597C13D831ec7,12437202,1621058087
0xEad9346aaB5F82592138b8a7d0C6d27fF7BcD3c3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe9F9547C17fc9539DF99a42dcB6ec38165994c45,12437325,1621059907
0x2418C488Bc4b0c3cF1EdFC7f6B572847f12eD24F,0xA8b919680258d369114910511cc87595aec0be6D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12437885,1621067289
0x09818325aFd92E866a58D3c170d19A3a1c5A1c53,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE70e287F085f1F2375861C3c01AE316B10AC4D31,12437910,1621067592
0x98E45940d0c76898f5659b8FC78895F35A39eb43,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,12437981,1621068538
0x8b6eD5Fa776F10787F1171bDEea4f3c40974DF6E,0x3597bfD533a99c9aa083587B074434E61Eb0A258,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12438136,1621070653
0x3e16236deCd430f4540A9Cf4FE3086D7ceD99C5B,0xBA47215818C214CDeE1Caa5669A5076008eB3a73,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12438208,1621071421
0xF9Db11a26Da162399bdbA5Ad2D4e0Db3623D367E,0x6e36556B3ee5Aa28Def2a8EC3DAe30eC2B208739,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12438358,1621073352
0x9C512f6F2E32Dd8F008d57277275D541391F7818,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEfc1C73A3D8728Dc4Cf2A18ac5705FE93E5914AC,12438389,1621073743
0xa9e2037CD3d894e8121866199fB094FAFa7fEd4e,0x390320071024B7DD4fe1008dB401107E67D3833B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12438592,1621076438
0xE729879d2A8618B8A63ba1035D881f28ad9E9E7a,0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989,0xdAC17F958D2ee523a2206206994597C13D831ec7,12438625,1621076915
0xA8D68C9CDf743573DfEC817e9C831E59D213Ff8B,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x5d2d8924a6e509ce3f19477590746bc7181e07FC,12438646,1621077163
0x460699d4B13161E8688D54cb074a22E164f8E444,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcBc1065255cBc3aB41a6868c22d1f1C573AB89fd,12438647,1621077170
0x7289bA7C7B3d82FaF5D8800EE9dD2Fa7ABA918C3,0x05079687D35b93538cbd59fe5596380cae9054A9,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,12438743,1621078470
0xC6Ee20d4097BbBf84419f680953319E1F6f610A3,0x697eF32B4a3F5a4C39dE1cB7563f24CA7BfC5947,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12438814,1621079567
0x4C7EEf55745F937D1cf16fB595DB1885bBACAd45,0x0bAfA383eA3726982FCf0507F63C9C3D02F28eEc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12438884,1621080447
0xd81f0497Def1666d95dBeE04BdFb3986604d6dB1,0x514910771AF9Ca656af840dff83E8264EcF986CA,0xB6eD7644C69416d67B522e20bC294A9a9B405B31,12439097,1621083444
0x973a67726227Ce2747D5710eB44a53FB9ABfd02a,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,12439103,1621083505
0xa788AD489a6825100E6484fCC3b7F9A8D6C9b3F9,0x000000000ca5171087C18fB271ca844A2370fC0a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12439227,1621085298
0x86891E9e1186dAd61a8Fc600c6055c8412aD5dEA,0x5adc961D6AC3f7062D2eA45FEFB8D8167d44b190,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12439349,1621086865
0x9e536D58315436a83176D02aF6C564cd75C682D8,0x996385d03bb5F06E5F2f817E0b2f16cB603130a9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12439467,1621088644
