pool,token0,token1,block_number,timestamp
0x4628a0A564DEBFc8798eb55DB5c91f2200486c24,0x6De037ef9aD2725EB40118Bb1702EBb27e4Aeb24,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12375996,1620241290
0x2356b745747Ed77191844c025EdDc894fCe5F5F6,0xad1b76e3C019359BF78b6ab5E0f84E3488FfC2A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376003,1620241375
0xEDe8dd046586d22625Ae7fF2708F879eF7bdb8CF,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376019,1620241609
0xa80964C5bBd1A0E95777094420555fead1A26c1e,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376022,1620241619
0xBfA7b27ac817D57F938541E0e86dbEC32a03CE53,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEC0A0915A7c3443862B678B0d4721C7aB133FDCf,12376023,1620241625
0xdceaf5d0E5E0dB9596A47C0c4120654e80B1d706,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376027,1620241687
0x2F62f2B4c5fcd7570a709DeC05D68EA19c82A9ec,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376028,1620241691
0xB2cd930798eFa9B6CB042F073A2CcEa5012E7AbF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE4AB53aC2f495C0AC210Ddf01A5f7B598809c3Bc,12376033,1620241747
0x5c0f97E0Ed70E0163b799533CE142F650e39A3e6,0x5d3a536E4D6DbD6114cc1Ead35777bAB948E3643,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376034,1620241749
0xF15054BC50c39ad15FDC67f2AedD7c2c945ca5f6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xc00e94Cb662C3520282E6f5717214004A7f26888,12376035,1620241765
0x28aF48a3468Bc4A00221cd35e10B746B9F945B14,0x84679bc467DC6c2c40ab04538813AfF3796351f1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376036,1620241768
0xc3881FBB90daf3066dA30016d578eD024027317c,0x9F9c8ec3534c3cE16F928381372BfbFBFb9F4D24,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376038,1620241791
0xc2cEAA15E6120D51daac0c90540922695Fcb0fC7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCDb9D30a3BA48CdfCB0EcbE19317E6cf783672f1,12376039,1620241796
0x99ac8cA7087fA4A2A1FB6357269965A2014ABc35,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376048,1620241995
0x632E675672F2657F227da8D9bB3fE9177838e726,0xB4EFd85c19999D84251304bDA99E90B92300Bd93,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376059,1620242126
0xC9c3D642cFEfC60858655D4549CB5AcD5495E90E,0x221657776846890989a759BA2973e427DfF5C9bB,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376059,1620242126
0x57aF956d3E2cCa3B86f3D8C6772C03ddca3eAacB,0x808507121B80c02388fAd14726482e061B8da827,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376066,1620242184
0x7F54B107fB1552292D8f2eB0C95C9Ae14aF1A181,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCc394f10545AeEf24483d2347B32A34a44F20E6F,12376072,1620242276
0xbd5fDda17bC27bB90E37Df7A838b1bFC0dC997F5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdB25f211AB05b1c97D595516F45794528a807ad8,12376078,1620242362
0xb6873431c2c0e6502143148CaE4FAb419a325826,0x3832d2F059E55934220881F831bE501D180671A7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376085,1620242454
0x45F199B8aF62ab2847f56D0d2866ea20DA0C9BBc,0x2d94AA3e47d9D5024503Ca8491fcE9A2fB4DA198,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376086,1620242473
0x9Db9e0e53058C89e5B94e29621a205198648425B,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xdAC17F958D2ee523a2206206994597C13D831ec7,12376091,1620242513
0xD340B57AAcDD10F96FC1CF10e15921936F41E29c,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376093,1620242537
0x13236638051F7643C0006F92b72789684Dc92477,0x7C974104DF9dd7fb91205ab3D66d15AFf1049DE8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376104,1620242658
0x44f6A8B9FF94AC5DbBAfB305B185e940561c5c7F,0x0adA190c81b814548ddC2F6AdC4a689ce7C1FE73,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376106,1620242683
0x391E8501b626C623d39474AfcA6f9e46c2686649,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x6B175474E89094C44Da98b954EedeAC495271d0F,12376110,1620242800
0x9663f2CA0454acCad3e094448Ea6f77443880454,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376115,1620242863
0xB13B2113dc40E8c2064F6D49577250d9f6131c28,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC52C326331E9Ce41F04484d3B5E5648158028804,12376119,1620242902
0x1c83F897788C1BB0880dE4801422f691F34406B6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF59ae934f6fe444afC309586cC60a84a0F89Aaea,12376120,1620242911
0xD94FdB60194FefA7Ef8B416f8bA99278Ab3E00dC,0xbb1EE07d6c7BAeB702949904080eb61f5D5e7732,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376124,1620242931
0x64652315D86f5dfAE30885FBD29D1da05b63ADD7,0x4E15361FD6b4BB609Fa63C81A2be19d873717870,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376130,1620242984
0x564aC0f88DE8b7754EE4C0403a26A386C6Bf89F5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD5525D397898e5502075Ea5E830d8914f6F0affe,12376134,1620243041
0xfaA318479b7755b2dBfDD34dC306cb28B420Ad12,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376138,1620243088
0x6b1C477B4c67958915b194Ae8b007Bf078dadb81,0x88ACDd2a6425c3FaAE4Bc9650Fd7E27e0Bebb7aB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376139,1620243099
0xDC2c21F1B54dDaF39e944689a8f90cb844135cc9,0xba100000625a3754423978a60c9317c58a424e3D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376147,1620243160
0xF5381D47148ee3606448df3764f39Da0e7b25985,0x83e6f1E41cdd28eAcEB20Cb649155049Fac3D5Aa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376147,1620243160
0xB853Cf2383D2d07c3C62c7841Ec164fD3a05a676,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf1738912ae7439475712520797583ac784ea9033,12376148,1620243166
0xA424cea71C4Aea3d11877240B2F221C027c0E0Be,0x27702a26126e0B3702af63Ee09aC4d1A084EF628,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376151,1620243200
0x8661aE7918C0115Af9e3691662f605e9c550dDc9,0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376155,1620243250
0x9e0905249CeEFfFB9605E034b534544684A58BE6,0x2b591e99afE9f32eAA6214f7B7629768c40Eeb39,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376166,1620243384
0xb97909512d2711b69710B4cA0da10A3a7E624805,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x798D1bE841a82a273720CE31c822C61a67a601C3,12376168,1620243411
0x5b7E3E37a1aa6369386e5939053779abd3597508,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097,12376170,1620243419
0x5494d3a61369460147d754f3562b769218E90E96,0x58b6A8A3302369DAEc383334672404Ee733aB239,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376174,1620243448
0xD390B185603A730b00c546a951CE961b44F5f899,0xb78B3320493a4EFaa1028130C5Ba26f0B6085Ef8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376182,1620243535
0xBd233D685eDE81E00faaEFEbD55150C76778a34e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF80D589b3Dbe130c270a69F1a69D050f268786Df,12376188,1620243617
0xC1dF8037881df17Dc88998824b9aeA81c71bbB1b,0x77FbA179C79De5B7653F68b5039Af940AdA60ce0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376194,1620243699
0x903D26296a9269f9CFc08d6e5f640436B6d2F8F5,0x1337DEF16F9B486fAEd0293eb623Dc8395dFE46a,0x6B175474E89094C44Da98b954EedeAC495271d0F,12376221,1620244008
0xc75a99Fa00803896349891F8471Da3614bd07564,0x23B608675a2B2fB1890d3ABBd85c5775c51691d5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376233,1620244168
0x6aD1A683E09843c32D0092400613d6a590F3A949,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF9A2D7E60a3297E513317AD1d7Ce101CC4C6C8F6,12376234,1620244174
0xC5aF84701f98Fa483eCe78aF83F11b6C38ACA71D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,12376237,1620244224
0xD626e123Da3A2161cCAAD13F28a12fDA472752aF,0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097,0xF9A2D7E60a3297E513317AD1d7Ce101CC4C6C8F6,12376251,1620244426
0x695b30d636e4F232d443af6a93dF95AFD2FF485C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCF3C8Be2e2C42331Da80EF210e9B1b307C03d36A,12376253,1620244439
0xE845469aAe04f8823202b011A848cf199420B4C1,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376261,1620244502
0xa6f253d4894E0cbB68679816cfeE647eEC999964,0xAa6E8127831c9DE45ae56bB1b0d4D4Da6e5665BD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376263,1620244511
0xa2f6EB84CF53A326152de0255f87828C647d9b95,0xA9B1Eb5908CfC3cdf91F9B8B3a74108598009096,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376280,1620244699
0x919Fa96e88d67499339577Fa202345436bcDaf79,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD533a949740bb3306d119CC777fa900bA034cd52,12376283,1620244722
0x5764a6F2212D502bC5970f9f129fFcd61e5D7563,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376297,1620244947
0x360b9726186C0F62cc719450685ce70280774Dc8,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376303,1620245030
0x7eAc602913B707A6115f384fC4CFD7c5a68F538E,0x88ACDd2a6425c3FaAE4Bc9650Fd7E27e0Bebb7aB,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376307,1620245063
0x9D9590Cd131A03A31942F1A198554d37D164E994,0x104e072f3a7447e803e451b2AeC296c73c5cE668,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376309,1620245070
0xc4580c566202F5343883D0c6a378a9de245C9399,0x2F109021aFe75B949429fe30523Ee7C0D5B27207,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376312,1620245089
0xB2d26108582AC26d665f8A00eF0E5b94c50e67AA,0x300a902513815028e97FC79E92082Ce6a98d3b74,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376313,1620245107
0x157Dfa656Fdf0D18E1bA94075a53600D81cB3a97,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376332,1620245385
0xe0e1B825474ae06e7E932e214a735640c9Bc3e71,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe88f8313e61A97cEc1871EE37fBbe2a8bf3ed1E4,12376334,1620245396
0x48783a921E9fE6E9F48dE8966B98A427D2CcBef0,0x094F00Cb5e31Ab6164E3CAcb654e8D6c2b3b471C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376335,1620245404
0x46add4B3F80672989b9A1eAF62caD5206F5E2164,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc944E90C64B2c07662A292be6244BDf05Cda44a7,12376339,1620245428
0x5654b1dd37Af02f327D98C04B72aCDF01ba2835c,0x8FfE40A3D0f80C0CE6b203D5cDC1A6a86d9AcaeA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376350,1620245611
0x27878aE7f961a126755042eE8E5C074ea971511F,0x8e9A29e7Ed21DB7c5B2E1cd75e676dA0236dfB45,0xdAC17F958D2ee523a2206206994597C13D831ec7,12376360,1620245796
0x5d4F3C6fA16908609BAC31Ff148Bd002AA6b8c83,0x514910771AF9Ca656af840dff83E8264EcF986CA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376368,1620245940
0x9e588733B77aBD51879F391fCE7Beb6a1de7bdbD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeB953eDA0DC65e3246f43DC8fa13f35623bDd5eD,12376378,1620246129
0xfc6F0f91A8f61beA100B3C15affAbd486FC1507c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF8939164A46fBe9Fc923F837221EB541E3C7e7b0,12376384,1620246196
0xa1446c173f9a78a471958C3d667f82213995f1e4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE552DfEaE83f01aDA1a5E071c7F590a63e3C24b8,12376385,1620246200
0x4585FE77225b41b697C938B018E2Ac67Ac5a20c0,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376387,1620246230
0x9359c87B38DD25192c5f2b07b351ac91C90E6ca7,0x1494CA1F11D487c2bBe4543E90080AeBa4BA3C2b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376390,1620246270
0x71EaA3F86A541177f64a15c5f5479AEDcc426860,0x77FbA179C79De5B7653F68b5039Af940AdA60ce0,0xdAC17F958D2ee523a2206206994597C13D831ec7,12376394,1620246343
0xf8DBD52488978a79DfE6ffBd81A01Fc5948bF9eE,0x7D29A64504629172a429e64183D6673b9dAcbFCe,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376397,1620246370
0x4E57F830B0b4A82321071ead6FfD1Df1575a16e2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfF20817765cB7f73d4bde2e66e067E58D11095C2,12376397,1620246370
0x7cf70eD6213F08b70316bD80F7c2ddDc94E41aC5,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x6B175474E89094C44Da98b954EedeAC495271d0F,12376406,1620246507
0x290A6a7460B308ee3F19023D2D00dE604bcf5B42,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376420,1620246635
0x608DAdd4B1673A651a4cD35729FC657E76A1F9E6,0x2370f9d504c7a6E775bf6E14B3F12846b594cD53,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12376427,1620246704
0xA9fC406744aFDd46Ef96F6dDb343fC124Ec25254,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC0F9bD5Fa5698B6505F643900FFA515Ea5dF54A9,12376433,1620246803
0xc3f6B81FB9e6DB259272026601689e383f94c0B0,0x21BfBDa47A0B4B5b1248c767Ee49F7caA9B23697,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,12376451,1620247056
