pool_address,token_address,label,num_mints,num_burns,num_swaps,tx_curve,num_transactions,n_unique_addresses,avg_cluster_coeff,avg_transaction_value,difference_token_pool
0xcFe7191AB012E49d77e7493c4c34ED12542235c4,0xF82a129328313D003ADAd40bccd9E72B3d4a402b,1,2,1,1,0.43999998002754537,8,7,0.20476190476190476,0.22500005000782367,3126
0x42b7b82894bFfc62bee84614a509B20369837c24,0x0d37fA622516CFa95C9f1Fe327925837AA69187C,1,1,1,1,0.9634848223915771,9,7,0.4095238095238095,0.4106308387977498,1046
0x9D963523e40bc81bC6AC03386F37F98B10af2F65,0x91B7B4e9CA2754bffd684C3aF2407c781C9067d0,1,1,1,8,0.9580353748572595,14,9,0.13333333333333333,0.2843923552133522,642
0x1475d826CbAB088d0A7e84AF93E90578AcFB2b86,0xFd5FB48F23B39D6fD84Ab3D69508dB210a036219,0,1,0,10,0.543980805291963,98,16,0.3818452380952381,0.03419999415658202,2581739
0xdd9393e54ad003A393d127bAf348370c8126b339,0x49b3C84410ec4c76984a291Bfb02e185bFC30D41,1,1,0,1,0.9999999693333339,3,3,0.0,0.3333333384444444,6251
0xBd5519D6BFb5AEF4621F40B98BfA09eE5CFdF884,0xfcb2bca22851b6d5A9C4A79234b6E327345ddA45,0,1,0,0,0.9999999999997999,2,3,0.0,0.50000000000005,1642868
0xf333A0690B4e645AA1A7b9862A7E610699c63eA3,0x3acDd41dc953fcdF41AA10862B8019a76bA34166,0,1,0,5,0.9997670034057404,16,8,0.22916666666666666,1262.6900383641541,9382
0x8a024bD209288DdFB3F9dA82234A8fA936092436,0xD66eCC2b4AfE01Aa7F70f3615b99FBBf6eF9A494,0,1,0,3,0.9997997641724571,11,8,0.2333333333333333,0.09091821267293942,4038
0x9C6F0156D45131f953C944207DdB107f874Ef4D1,0x993791E8aB6d21d10be16A97661BDE0F88c0F579,0,1,0,14,0.8459182918066018,22,10,0.0,0.14010087724646442,6548775
0x1435451C633Ed6d51D5D7EdF9aA1D71E99Dc614B,0xEA813AA6b025f4e65Bb0eFa218Fb4eFB9433dB1d,0,1,0,3,0.49979987884795396,11,7,0.3095238095238095,0.09092729152875913,8180
0x00db81bD9f3bd8378211A68EBD4bA42E9816662a,0xc43146012A1b2Bf45D992D0fb7bE44667A937fE2,0,1,0,3,0.9998000802198862,85,11,0.6138528138528139,0.011766710422311496,206908
0xb60bd97EB99ebEA2e352dAdD9316176beA63b6a6,0xAE99915429188F006736d9Bd065616877373c086,1,1,0,6,0.24350048574431335,18,11,0.17878787878787877,0.13227705563963688,558402
0x30E6d90A2156A471A0e115D610Bc5264277A4Cc5,0x4033C0Ae0E31E269AA1eaff67073ACDc92853142,1,0,0,0,1.0,1,2,0.0,1.0,0
0x63986dd142603aB9DB1FbF52A1ceD2E98C71a09e,0xf29Db13a2EeB469d045aEF04a9C37CA237bbfA72,1,0,0,0,1.0,1,2,0.0,1.0,0
0x9A543B2DD482D19c30F12fbCbe8a9179816d531B,0xFc9Ff4650B84c60966735773F332E1ab19B50a4b,1,0,0,0,1.0,1,2,0.0,1.0,0
0x1fF75de8471f0e324dBaF546F969ACdE5C1F60bD,0xfFF4977EFD39148186f667722fe51B4FEEB9a222,1,1,0,4,0.9999999926042198,6,5,0.0,0.16666666756751186,3240760
0x4782C657De15F77ebC51547690C3416F7f66EA93,0x849E3ff78E5b48eb2Ad875565536390FfF16A667,0,2,1,0,1.0,5,4,0.5833333333333333,1.0,84
0x97fc190B6248c41d205380223E73dbd0043C5fB8,0x3A867bDE90d63c99Efe2dF06f2AdcA40550C75af,1,0,0,0,0.9999999999118592,10,3,0.0,0.10100893652775877,0
0xaFD235133751865d60154dc0502D3D5356eadB06,0xdb6582366996b32BD5C389Cc58BE23452fCB4B1d,1,0,0,0,1.0,1,2,0.0,1.0,0
0x6B2aab5fe2f2EEFc0A1FA2bCc4a54E138517CD07,0x98De701d3302d5C1C44e80f388DdfCd8c139Fb94,0,1,0,0,0.9998922033898872,8,4,0.0,0.1250067375612506,7619
0x10Aa9354e770481FC74A0D1A9D6E169574651E7B,0x7A11052F1FB8a021F6c7e4A80B923b778B20c440,0,2,1,6,0.9984102125082107,11,6,0.25,0.09112439413962774,126
0xD9f6E0A0ae97103c2D5aFd0302527D7d73EA87E7,0xD37dC6f93f08D86dad771335b013d59330748970,0,1,0,12,0.999502148974577,26,9,0.1962962962962963,0.03847160637395538,32996
0xBabecE212A1293600aeDeCAFd2147510DC6c75ff,0xE14d1d0fEAED80Ac5ECE73fb7947F6057bb83b4e,1,1,1,1,0.5760723179690637,12,9,0.30000000000000004,0.6002547151416711,102
0x587b5ff07bEb4C416552816049c919d15daBc970,0xfFD3e1dB8020B2E9F8706963be77db2FA3280106,0,1,0,4,0.9605608167137302,18,12,0.11666666666666665,0.056667897516891504,593745
0x4Cd07D7BCCEf4F83435d6b745cd3A39E9D8b83be,0xbd59Bda91372cDc07643F76cacC20D3d880050d3,0,1,0,2,0.624994469437753,44,6,0.0,0.028409354855237684,497039
0x6AD3c1ceFAda8e383AabD0bC41ef38266FD35529,0xFeffa933302CcC704836700F02ce4287A61AE4aA,1,0,0,0,0.9802,2,3,0.0,0.505,0
0x4fAcD50132C9363B76dD20B93CeF27390021cfF2,0x2E812f645786016914D90Be00A2262B8FD7dD87F,1,1,1,0,0.9802,4,4,0.0,0.35000000000000003,0
0x889B4c4039F794Fa0Be9A954a30642ed1D48BB75,0x0361BdEAB89DF6BBcc52c43589FABba5143d19dD,0,1,0,1,0.9382407970947805,1000,144,0.1278585953204274,0.010537251678258754,19204305
0x7cDCE40EB573c5e72B833c4Db1a3c809475cB4B3,0x218C9F31CFC01FDD4A53c995C91d75898038662c,0,1,0,1,0.9487689799596373,10,10,0.0,0.3929776354701226,1320
0x84D7741e0480cB21894f1F6f5672826c6cA365d4,0x4d8e671cC4BE52e08Ab256eD72EB2C5c974c9d56,1,1,0,14,0.3219872449229987,26,12,0.1845238095238095,0.09877627327956481,2755
0xd6FF6591f6B7818d7FdC14516536476DfEb061FC,0x8965C088868b932Ff89bB0d4354Ab725bd5dAB38,1,1,1,1,0.8708317233645813,5,5,0.3333333333333333,0.6453006491132482,269636
0xCF43D21fcAF7186890049690cA46134dFdB3e461,0xfEF493DecD0e4f9953b2Ea55b57623034c8AfF73,0,1,0,18,0.4164128805109392,22,9,0.30687830687830686,0.13111632629540113,703899
0x75E77E73f124c79403404074c98aCd64B76Cb313,0xE69da3B9030Cb0bB2e8ade9864BE75b9A8900eC2,1,0,0,0,0.9999720002141472,31,15,0.0,0.032258935483871,0
0x06451CC24B09B597DC0372D1e84DbD7bf30a761B,0x9f8d1C9C9bD9Dc1DBB6A8D863211f001F03Ea4ba,0,1,0,17,0.3691120564188036,38,14,0.34863945578231287,0.0396886581028433,1547
0x4f43Ce493b7E8BE3718DCd221E2a3124307a15Fe,0x45582Df42C4F44E7d81F666d0abb3fEd77b796b9,0,1,0,2,0.9960175673865399,4,4,0.0,0.5004987992795678,134
0x72Ff240bc94E5e8dE48409b680eAf152FbEb6598,0x88f089d4fF0f929a9026142ADFE62c97859B2442,0,1,0,1,0.9996000799816418,6,6,0.0,0.1667000080804371,612870
0x002206d360453b676241b5F78C479Ed3e16931dE,0x70c006878a5A50Ed185ac4C87d837633923De296,0,1,0,5,0.9994376143523299,1000,397,0.029954544138510085,0.0010005457366751833,13262546
0xb874c2403391fc1571f778fb6fa9A909eb0E79b7,0xB8060D8fc453561Cfb1d30A6cA36FD3c7669472D,0,2,0,1,0.9999999993072248,4,4,0.0,0.25000000012878126,299716
0xB78Fab179092dc016d25fb627c831bf35c0eeed7,0x96492C30724a07cEe73e46e8421A8C296FD00f40,1,1,1,1,,,,,,
0xEC21626E6317B860140d844a7F25b5cb77e87711,0xdE0687d67641bBC65585BD06e0Cc984aB33BD7AD,1,1,1,0,1.0,6,4,0.5833333333333333,0.16666666666666669,3512
0xf0fce16542A6d90DE4E82D62b0473B07CD4FD631,0x1cfe63B04892735bcD2325a5806CB33B2c0C8A32,1,1,1,0,0.2593533842579232,9,9,0.22619047619047616,0.1820968723323905,0
0x0aBEe494D1C9973456C96fe3E4498874169BA492,0x0A02D33031917d836Bd7Af02F9f7F6c74d67805F,0,2,0,2,0.1810208427939629,112,54,0.04382716049382715,0.2846458785463299,5568105
0x9CA881cf75bF35FC0578624F2b0946ea953d024F,0x3440916Ef90b3aE444a6e0b7EADA23f641965e43,0,1,0,0,0.9999960000459995,4,4,0.0,0.250000499995,527
0xD81183Da4d510413DcFDa406CFD947Cf5E4DEB74,0xb5B15b41D1a8bDd5a8f481bb398036C3b8605f50,0,1,0,11,0.9565665284776629,28,12,0.21190476190476193,0.04926895678947754,88533
0x4F33853d6821F65aD2f0dA72Dba128ad2bC205Cb,0x1EE8821Ea2ACE20517ee666c5216f9B849FF37b1,1,0,0,0,0.7721587288208582,18,7,0.0,0.05568942140386221,-1116
0x582CF0eCD4Fe56A462bDAEBCe6C6cdB6F678D135,0xE516be297c846a4a4bF9ec163D6864BB552825Ef,1,1,1,8,0.9115017009811708,12,8,0.175,0.2058738665219031,418
0xadafbBE7581867d468Ab5150686167e92d7fA117,0x55975321D9d22587d1742DC68B35481C8DBB0Db8,0,1,0,1,0.32500765057793934,4,5,0.0,0.4799279567740644,12254
0x11cCA7e40a6aBb1ac408CE0e34c7B5F81a3B2f1A,0x50878a6aA5cb1478637e50E3a9A38913051ce345,1,1,1,0,1.0,3,3,0.0,0.39666666666666667,14
0xC2295811c7e9319FBd031355802C6924E373F619,0xb1163002C7cB1892D8B188580E9B7E92dc140A49,0,1,1,0,0.6539346996977765,1000,562,0.19077356009046967,0.002021090172668041,11855070
0x92Ba041044411e92027d3dd859d54356A367c2c3,0x9396D4AD4Cb39749A27cfFa7181Cb29d8bb8FB40,1,1,1,2,0.9995857568826941,11,8,0.3875,0.7011420071559514,13588
0xc318ccB19f4D6982b59698760D04940686416A73,0x3Fcc0C5d2d25a6aB24C4df7a2D36bb60E865a7ad,1,0,0,0,0.7281975525680975,87,12,0.22261904761904763,0.014543749726646628,-1083
0x377Bdc4fe3E9812Ba49132E7e84057174e74D9a1,0x885dA5626b565b9c11Df39631196f669A90F1859,0,1,0,11,0.7973560724461113,25,13,0.37087912087912084,0.04523462557450305,492446
0x1a41C972905BF734aBC92C4FD008CD9ee38a0894,0x6Fdba1A4f28D7077Cfd3080f70C13020BC5B5865,0,1,1,1,0.9999142932398993,1000,63,0.0,0.0020000428543999727,556026
0x690bB6b8cA195e516F68cD92F4254714785a8fEd,0xe78d242B7e2adE37a25B128b109228a330F3583e,0,1,0,1,0.99999999994,3,4,0.0,0.3333333333453285,833093
0x32Ee903FcdDfcC2cf3F2dDce79a6903B1ea6a2aa,0xAC63686230f64BDEAF086Fe6764085453ab3023F,0,1,0,1,,,,,,
0xbe496F2C84D1aFaaBC873eAFf69aaE49b4cbC9De,0x2cf7e671A80841c496d3007803389753F76Dd702,0,1,0,7,0.9999999999998002,16,9,0.4592592592592592,0.06250000000000625,188
0x66B5F2c7Eac54e117a76D9018298Ca41c49B3023,0x03119C53c3e9ba56A97CEB00Ac84772756c94023,0,1,0,4,0.5490207792358239,10,7,0.0,0.1294501279075,650
0x9b8Ab7BD2565E238F2beed7046996262A7e46495,0x6Cd667f14d379Dee05De329a6eb1280ff02ECc08,1,1,1,1,,,,,,
0x6cb4540CDd8Cd94a5015a47953c05F9fDDE5cadC,0x6E8a8726639d12935b3219892155520bdC57366B,1,1,1,7,0.422870253555707,437,133,0.1753965730990738,0.0035106404955985667,2861136
0x7E7612d166F8894EBe73143265717c044420C832,0x3d25A35C6C944EA49d8EF9aaA4b3949D8D64ca38,1,1,0,0,0.5,2,3,0.0,0.75,195936
0x7A7b78947883177ab15f0589A8f2F926Cf6114E3,0x8eDE0EfCD28d33A529AD4B9a5b0193bF9105D956,1,1,1,0,1.0000000000000004,4,4,0.5833333333333333,0.325,2202
0x0D580A57bcA530887b5124a458baB4d8646FFce6,0x4CDde30DABe200F1BB4e7593a44A0eA044FCb07e,1,3,2,9,0.6331260831765394,18,7,0.39999999999999997,0.2680161217707801,746
0xef007DBe1E630b83B2F2aC47b7b79F9EbD58dbAf,0x267Ab21F7F61B13cAB73C3b70cD8D5307a046334,1,6,3,4,0.9996154963541144,41,16,0.246875,0.02439501246618996,53543
0x643e0E98302C294eC25cc7028EB0B4B7DfA16087,0x2c17a079E65732159C207cD11f037fA5fd0C0587,1,1,1,0,,,,,,
0x7938e06714d5Ef1a98134fe18DA039412dEf37cf,0x9c0CBBBc48748b9335f483B085E5092e70E67544,0,3,0,0,0.9896629183411504,12,10,0.0,0.08334958314303108,87155
0x93e0b05Bd3a888F888886031aE43Bae2C9f052c4,0x3461677AbfF0D7fD9747Cec5451f82aCb2EF6319,1,0,0,0,0.9999997300000336,2,3,0.0,0.5000000675000007,0
0x8212221C5c8216a34fc7Ba00c34E234740807D84,0x1F9921203BE371a1c8FEa9d2BF3a1f86dB4179Fc,1,0,0,0,1.0,1,2,0.0,1.0,0
0xC9d016bd36862552f1C75d12aBB0917838952E20,0x4bA3F40530b008129da2F9C02f8bF4b19eDC0b36,0,1,0,11,0.8672214189648906,13,9,0.0,0.15922476134233085,3148
0xAAfb83419F1c4F3389257e441aa4ca2C2Ff64030,0x502B8CadC8e52d3c6334CC46524ccfC5625De212,1,1,1,4,0.9900501618825707,14,7,0.21428571428571427,0.0717857863779854,75003
0x196A2684B9Bd87AB18b27E95BcFA911a1Ee2C8fE,0xeA56aCFEb10250048B98C3e32f995C5AE4957ae7,1,0,0,0,,,,,,
0x15a9b621555A5482DA553E77F0b68eC6183ABDa6,0xe4CF872aDa5077A0fE4eF4210E800a38B7C0C28b,1,0,0,0,0.9987204952000002,8,9,0.0,0.25007999999999997,0
0x247dd2195c52433d02Fe1A59ff0c168F9425b32f,0x00fF0a20a6C7208847F9C62F2c1C308D8F0709Fe,0,1,0,0,0.9994001200000004,4,5,0.0,0.25007499999999994,14227
0xE0D4DecBF0Ca67Db6C7FE4B9DaBf17834873918E,0xcb88e394f32cbeE4E5339913Cc09121208C7DD0B,1,0,0,0,1.0,1,2,0.0,1.0,0
0x3C9E909f951Fa83f7B2350E1FB2eea112c6Ff764,0x47536F17F4fF30e64A96a7555826b8f9e66ec468,0,1,0,1,0.4327463092450708,1000,89,0.10936057644583753,0.0049007053168427656,16852196
0xCC675c1a3D59b1A21D41fE573c8bb36Adc6D7baa,0xF924E5a8a8e0D1501aA0ca454652Ae532B846573,1,1,1,0,0.20702499999999988,9,5,0.7,0.3283333333333333,1914
0x77c3193Eb3464cB903D3f5a045c56CA4f5070E5D,0x027FCBA0Bf12853269C625C762dba8D59e52cd9c,1,0,0,0,1.0,1,2,0.0,1.0,0
0x1F66633366E9a7510E76D68CfB009978d90F4176,0x24eb627569DE2a543bd2e87539314abaE694ED9d,1,0,0,0,1.0,1,2,0.0,1.0,0
0x990B4bD63741a015dE720DC4a7cDcb011A6a86cc,0x7F376373FAC6347f6392d672BFb6D3959477929B,1,0,0,0,1.0,1,2,0.0,1.0,0
0x551Fc2A242001b3bd27c101A4230f9017b8aC53D,0x73683F39360b70a3490C6E0ea1A5c5248b3bF2bC,1,1,1,9,0.31506379235336307,17,8,0.5291666666666667,0.20575364152666517,0
0x5398c778083617ADAf2DD74362B4Da1b646264eA,0xE8cA065853526316Ca386fd5AC849012940eA32e,1,1,1,0,1.0,4,4,0.5833333333333333,0.325,490
0x17AC93deab0e2441dcfAaC25FCB406fc2Ea13c8D,0xEcC68E13C0b4f1282CCF549c3fE1AfC3DF725066,1,0,0,0,1.0,1,2,0.0,1.0,0
0x4e9860C654765b910972ad1d28f2F93d9B11af09,0xf4ea36412b84C3be39c8df092fF8b2f6b5240EDF,0,1,0,2,0.998021684891073,4,4,0.0,0.2502548874712362,612
0x85f5e5e0e93D1FCeBB72aa5a5E449Aa8cb9a1083,0xaa404804Ba583c025Fa64c9a276A6127CEB355c6,0,2,0,7,0.995592005499983,680,610,0.0038847178215548513,0.0014743940954806646,435916
0xB64d1677E1336feA116cC5D871B29c54D98c1A58,0x7c17B42a10C5EFc54107A10F6914AC0027c6917A,1,1,1,0,1.0,4,4,0.5833333333333333,0.2500375000000001,3223
0xB625C5D5EE98D9fC8949Cd096EC3335B288E2e9f,0x7Ecb5699D8E0a6572E549Dc86dDe5A785B8c29BC,0,1,0,2,0.9881608078031866,7,7,0.0,0.1430152111845592,63327
0xd66B7621ACe6CBA133A06Aa676b8cB8900cB99f0,0x7FE4c93F1A5Ee99AFfB9979dC9e9bE5dD6cEe8D1,1,0,0,0,1.0,1,2,0.0,1.0,0
0x6571E985CfC4A3CC3F3E33222a04D60A2C8Dd915,0x1fb5635cAbF218D44989BADCb51804C8b46A2297,0,1,0,0,1.0,2,3,0.0,1.0,346
0x30D20A240D800cBD3D635F56d90B55C6a6D82fcF,0x5daAe277c141384F2D2c3DD0f9dB62797E723760,0,1,1,2,0.6750635576040713,8,8,0.1875,0.3005547480315435,680
0x320A12Caa9E4879d2082aaD714C78C5f4507aC59,0x6804b07d883D0169C05233332CcF17aA956424c5,0,1,0,15,0.4139254739537707,39,18,0.28174603174603174,0.05149081096881794,156219
0xF57e6426d7abE6b414776f753FEC1BA4C78E6Bc2,0x59d348B888793e213803c8B95AA60d8A18A18481,0,1,0,3,0.4999999919000001,8,5,0.4666666666666666,0.1250000025125,3593
0x3EF5BC132AD824AAC742012d66c0C0e8e10C5dCc,0x259ba1bC783dA697F20fB25793BCc46cc39e5e30,0,1,0,8,0.999966000514052,14,8,0.36666666666666664,0.07143037718783114,179641
0x982d1BAAf6f5BFFde0621aE89e04F331A8E97de1,0xF3311E788202F2818FD4071e2C6f9C3072bC210C,1,0,0,0,0.49598846036938177,6,5,0.3333333333333333,0.7595583506161062,0
0xfb079009417FD337a6Ff470FE980cdB11Ff7f145,0x67eB41A14C0fe5CD701FC9d5A3D6597A72F641a6,0,0,0,0,0.7097965088,2,3,0.0,0.58806,6
0xEE1F95997793029df33d4ba9f37F6E0c38878149,0x651C1539c61a9386EceC2E8bCC0A98b84FED214E,1,0,0,0,0.9999999982293162,8,5,0.0,0.2500000000246753,0
0x9ab467C1d11160f8547D2e7F4Ef7e8B56060f336,0xaeE24d5296444c007a532696aaDa9dE5cE6caFD0,0,1,0,76,0.1804879659882452,464,90,0.13469464357717598,0.0060878130675522295,1380698
0xD6C66F954e31425Aa1Aab165E6AB6A5245133aE4,0xb0779866dB56dEb3fc31cC3d5c80EcF21b5E9Ec0,0,1,0,5,0.8659743840698204,19,10,0.06,0.05857572211473817,805
0x68eDa631aF9f270b7587B7f948e47Bc977239fa6,0x0bbc50F35c2519A8A59A9553A2D1D5b8679Ac9CD,0,1,0,6,0.9994001250048258,15,8,0.6041666666666666,0.06669983062264136,1260
0x9E9615C5EBD36cf2Fb88695636818b01Cd19433a,0xd60d2B5Bd2Afb1A25D7e3901189a5C00fC305602,1,0,0,0,1.0,1,2,0.0,1.0,0
0xC6e3838359EE0E84Dbc8342Bfe3153eD5EF2c493,0xd06A626F413a8eAcC2BaE0B176a51BFeC02436f5,1,1,0,0,1.0,3,4,0.0,1.0,180
0xF7B3C0E16A857c9bef9cD18514Fba0C3C2BFD07b,0x0fF30F1C4d918b3387884b69cA82D638376265f0,1,0,0,0,1.0,1,2,0.0,1.0,0
0xdCb0C125df19598501427C28e7991564504C947B,0x7f67639Ffc8C93dD558d452b8920b28815638c44,0,1,0,18,0.39505280677663346,68,36,0.03091168091168091,0.03244264476139491,93356
0x5BB0bdE9Bc4cc94ef5e397F4FdBf48b87BE0cE0E,0xc965B8fF279DFe65F83f3Cb641861566ABF3543d,1,2,1,5,0.9999611698402355,14,11,0.15151515151515152,0.14285866816760093,704083
0x77EE0583857036EbBc6f2fEC740EaFF233BA2beA,0xeFE3bBDC2fD918eC3328763d23D3EAf7F0D05F11,0,1,0,5,0.9077449724613674,7,8,0.0,0.2924971875833846,164
0x1427A0d896b32b95cC14f1cd804541AB95361FE5,0xB85517b87BF64942adf3A0B9E4c71E4Bc5Caa4e5,0,1,0,2,0.7629349960638226,1000,192,0.1499266055323353,0.004878808920689491,9028295
0x2d601916b8cFE571a2bf9bEC4A2b21Fc622E22d2,0x8dC61e3F1A61749Ffc1381D020120Ad6f84D7c45,1,0,0,0,1.0,1,2,0.0,1.0,0
0xeAfC7D1fEC515DA4389704b2D17FE48E3884dFab,0x3e1fd14f1FFC34806D65803d9ECCD38523dB71b7,1,1,1,0,1.0,3,3,0.0,0.39666666666666667,16
0xd6F8f6A7BDAb2F8A457032471730aFf13C12Ebd3,0x8C2A0A9991D0D997b02d7F1d75aFaE589303947a,0,1,0,6,0.9796399335353186,12,5,0.0,0.08446210532037225,0
0xBeF0D9D93853696101e47f52bB798262E409bBD8,0x5187eE21C6cC348d83E64A3CA7F9EDA850ca1bf3,0,1,0,1,0.4198423888425778,3,4,0.0,0.5334209718926276,1405
0x240015A380f4f985e838170f65EAFc7c61B829C7,0x80eDb2b09CAAB6D27F684a28d50885fBCD3f3270,1,1,1,2,0.9591582382267012,8,6,0.0,0.17499966343386752,0
0x320D4435f62996Ee48e799f8DD15EFbC2e5b7017,0xc4E77f589Bccc0c9ee0D81CB08110f4c5ED25073,0,1,0,0,0.9985905670499998,9,10,0.0,0.11118944444444448,128313
0x9E90bbC557431e3546b2Eac2985E241abC0B9C3D,0xb85e4f6d2681CBbd4C46439A6949413be602950e,1,0,0,0,1.0,1,2,0.0,1.0,0
0x403381290D627816bFD6421Ff27Fbea8d07CEaD6,0x6f90242Cd70663555Ba061b913E63564810112E5,1,1,1,1,0.7227187434680894,12,9,0.30000000000000004,0.4031511899045343,254
