block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
23005529,9838738062954044,-9798949776448261531,-9798949776448261531,2502791677806397212140254581578,296094321754741662360,69060,1640568420,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x1ae9Fb12E238128d572629C8f40a159dBf902604,1
23021653,1040000000000000000,-888386592904019329765,-888386592904019329765,2148850019511498674599484933711,198855109302866177882,66010,1640603919,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x652528fB19085f69b965b18a1DE043b146EdC00B,1
23021704,1000000000000000000,-645619042208398449565,-645619042208398449565,1891621474679467967325227219774,198855109302866177882,63460,1640604109,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x652528fB19085f69b965b18a1DE043b146EdC00B,1
23021738,487000000000000000,-261532755289587282465,-261532755289587282465,1787421186783782046793105389094,198855109302866177882,62327,1640604177,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x1ae9Fb12E238128d572629C8f40a159dBf902604,1
23023052,100938557606546631,-50642660952736811678,-50642660952736811678,4295128740,0,-887272,1640607029,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x3820257C5C7f93Ac6b6d2FeAa3eD4bE1b8E8D5cF,1
