block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
25568768,-1998810815619402735,60000000000000000000,60000000000000000000,434006224167751945927711449205,67549988507183386195507,34016,1646392167,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25568905,-999162472770628688,30000000000000000000,30000000000000000000,434041393033143204796994294493,67549988507183386195507,34017,1646392449,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25568955,-1997839272273036342,60000000000000000000,60000000000000000000,434111730763925722535559985070,67549988507183386195507,34021,1646392549,0x1111111254fb6c44bAC0beD2854e76F90643097d,0x1111111254fb6c44bAC0beD2854e76F90643097d,1
25568967,-1997191970179851927,60000000000000000000,60000000000000000000,434182068494708240274125675647,67549988507183386195507,34024,1646392577,0x1111111254fb6c44bAC0beD2854e76F90643097d,0x1111111254fb6c44bAC0beD2854e76F90643097d,1
25568977,-1996544982625583446,60000000000000000000,60000000000000000000,434252406225490758012691366224,67549988507183386195507,34027,1646392597,0x1111111254fb6c44bAC0beD2854e76F90643097d,0x1111111254fb6c44bAC0beD2854e76F90643097d,1
25569259,-1989911581265284580,59820000000000000000,59820000000000000000,434322532943080928198041359729,67549988507183386195507,34030,1646393177,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25569375,-1995253888926617125,60000000000000000000,60000000000000000000,434392870673863445936607050306,67549988507183386195507,34034,1646393417,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25569503,-1994607842825740468,60000000000000000000,60000000000000000000,434463208404645963675172740883,67549988507183386195507,34037,1646393681,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25569539,-1656695551935705971,49850000000000000000,49850000000000000000,434521647335971105496297735471,67549988507183386195507,34039,1646393757,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25569682,-1656249993012756655,49850000000000000000,49850000000000000000,434580086267296247317422730059,67549988507183386195507,34042,1646394051,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25569767,-1986912106878322744,59820000000000000000,59820000000000000000,434650212984886417502772723564,67549988507183386195507,34045,1646394239,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25569990,-1655270395866478464,49850000000000000000,49850000000000000000,434708651916211559323897718152,67549988507183386195507,34048,1646394909,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25570022,-1991711281845944116,60000000000000000000,60000000000000000000,434778989646994077062463408729,67549988507183386195507,34051,1646394973,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25570070,-1659267194487355743,50000000000000000000,50000000000000000000,434837604422646175177934817543,67549988507183386195507,34054,1646395073,0x1111111254fb6c44bAC0beD2854e76F90643097d,0x1111111254fb6c44bAC0beD2854e76F90643097d,1
25570214,-1984559627702469003,59820000000000000000,59820000000000000000,434907731140236345363284811048,67549988507183386195507,34057,1646395369,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25570276,-1983919730061526404,59820000000000000000,59820000000000000000,434977857857826515548634804553,67549988507183386195507,34060,1646395571,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25570292,-1989246920665345711,60000000000000000000,60000000000000000000,435048195588609033287200495130,67549988507183386195507,34064,1646395635,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25570571,-2651328855417484598,80000000000000000000,80000000000000000000,435141979229652390271954749233,67549988507183386195507,34068,1646396363,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25570711,-1987746766653865070,60000000000000000000,60000000000000000000,435212316960434908010520439810,67549988507183386195507,34071,1646396699,0xf5048d8F9163AF17Db522Abe9FaF37735C911320,0x8929D3FEa77398F64448c85015633c2d6472fB29,1
25570836,-1655964900602684928,50000000000000000000,50000000000000000000,435270931736087006125991848624,67549988507183386195507,34074,1646397037,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x9c3B37bb9847857Fa0555964A7400cBc2b19A96E,1
25570992,-1980610516596107392,59820000000000000000,59820000000000000000,435341058453677176311341842129,67549988507183386195507,34077,1646397357,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25571071,-1979972527866907324,59820000000000000000,59820000000000000000,435411185171267346496691835634,67549988507183386195507,34080,1646397519,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25571128,-1654452668354194397,50000000000000000000,50000000000000000000,435469799946919444612163244448,67549988507183386195507,34083,1646397637,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25571360,-1654007345529301933,50000000000000000000,50000000000000000000,435528414722571542727634653262,67549988507183386195507,34086,1646398117,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25571456,-1653562202479028817,50000000000000000000,50000000000000000000,435587029498223640843106062076,67549988507183386195507,34088,1646398319,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25571463,-3460622319251751955,104685000000000000000,104685000000000000000,435709751254006438667468550711,67549988507183386195507,34094,1646398347,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25571472,-164742914332530307,4985000000000000000,4985000000000000000,435715595147138952849581050169,67549988507183386195507,34094,1646398383,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25571500,-1652141885240505537,50000000000000000000,50000000000000000000,435774209922791050965052458983,67549988507183386195507,34097,1646398495,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25571516,-1981983682954572951,60000000000000000000,60000000000000000000,435844547653573568703618149560,67549988507183386195507,34100,1646398559,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25571683,-1651164463352615795,50000000000000000000,50000000000000000000,435903162429225666819089558374,67549988507183386195507,34103,1646398911,0x1111111254fb6c44bAC0beD2854e76F90643097d,0x1111111254fb6c44bAC0beD2854e76F90643097d,1
25571789,-2962066502993442202,89730000000000000000,89730000000000000000,436008352505610922097114548632,67549988507183386195507,34108,1646399259,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
25571997,-1979855720199533917,60000000000000000000,60000000000000000000,436078690236393439835680239209,67549988507183386195507,34111,1646399687,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25572166,-1644444434852191635,49850000000000000000,49850000000000000000,436137129167718581656805233797,67549988507183386195507,34114,1646400051,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1
