block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
22795068,-6818777586771857193,14997155149474130210,14997155149474130210,120124183810390309740652612383,213848458427450356832,8324,1640103643,0x2EC255797FEF7669fA243509b7a599121148FFba,0x2EC255797FEF7669fA243509b7a599121148FFba,15
22796332,-666991380405668662,1545202581000000000,1545202581000000000,120694944485584619831852900314,213848458427450356832,8419,1640106251,0x2EC255797FEF7669fA243509b7a599121148FFba,0x2EC255797FEF7669fA243509b7a599121148FFba,15
22801011,1000000000000000000,-2297420886547135291,-2297420886547135291,119843778960700682260500411333,213848458427450356832,8277,1640116453,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,15
22805100,-866132692790395270,2000000000000000000,2000000000000000000,120582530865742070605424859697,213848458427450356832,8400,1640125151,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22806509,-999166996555680271,2338039740528251001,2338039740528251001,121446146521930929969322962700,213848458427450356832,8543,1640128549,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22807990,-859966433926677302,2039294901666898268,2039294901666898268,122199413018704735875109876734,213848458427450356832,8666,1640131895,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,15
22808164,412924157637156963,-976465486243298305,-976465486243298305,121837644845099218218678404035,213848458427450356832,8607,1640132255,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22808491,-751850726711869562,1793059631461910256,1793059631461910256,122499957954396866172120494698,213848458427450356832,8716,1640132929,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22808710,-249564712831075208,599494332480919951,599494332480919951,122721396744487763706149397497,213848458427450356832,8752,1640133645,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22809664,-1009928015959421804,2448303719234848307,2448303719234848307,123625741262840093990117017252,213848458427450356832,8898,1640135746,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22810665,-501883487689385540,1229329765309055766,1229329765309055766,123996922643730647204937158290,261611575400847675199,8958,1640137934,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22811926,-850565519923028052,2100345649925978642,2100345649925978642,124631096826026636787272890523,261611575400847675199,9060,1640140536,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22813062,-928551554320912819,2317587544989670419,2317587544989670419,125330864593439106237667752132,261611575400847675199,9172,1640143019,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
