block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
23439934,1000000000000000000,-474820935807262959840169320,-474820935807262959840169320,1687460661461219101860086006368732,447224233862927985131969,199338,1641556869,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x896fF18471564F5C917FEBf5da272F7a9a32488B,1
23497619,5000000000000000000,-2020859644428427337038183391,-2020859644428427337038183391,1507983185165787097094394802524261,892084063315798477301350,197088,1641685241,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x896fF18471564F5C917FEBf5da272F7a9a32488B,1
