pool_address,token_address,label,num_mints,num_burns,num_swaps,tx_curve,num_transactions,n_unique_addresses,avg_cluster_coeff,avg_transaction_value,difference_token_pool
0xFE530931dA161232Ec76A7c3bEA7D36cF3811A0d,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0,3,0,11,0.1980477928702817,1000,47,0.0,0.002396111303438207,39840588
0x98b9162161164De1ED182A0dFA08f5fBf0F733CA,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,0,10,3,156,0.40229624123631497,1000,100,0.06885808629833362,0.00484067901210845,31178866
0x65c4b1bD1f30569198DdA7CC4cb438C4a90357F5,0xb33EaAd8d922B1083446DC23f610c2567fB5180f,0,20,2,11,0.2932019511256796,1000,120,0.07466157655225324,0.0035526590820837444,37956383
0xDe92E7fBe021344BA02D9225792d219d3A2dDd58,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,0,5,0,26,0.6562424030742162,1000,207,0.10249027357541533,0.002084770571423457,3137370
0x56845fd95C766eCB0ab450fE2D105a19440a6E35,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4,0,23,8,188,0.26914197600734907,1000,58,0.2893762942038804,0.0032317936181837574,40469115
0x5c1AEa576c22929e1B853d60b598A592e2756A12,0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89,1,1,1,0,0.5398245056541704,1000,34,0.37398900119488354,0.003098008219837355,8872919
0x3C9bd4B60b51F8f402781DEF114151838a973858,0x5fe2B58c013d7601147DcdD68C143A77499f5531,0,2,1,1,0.8177971254348917,1000,262,0.047519033463484316,0.0038969669523060842,23951446
0xa9077cDB3D13F45B8B9d87C43E11bCe0e73d8631,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,0,99,0,40,0.5178426049958674,1000,151,0.06888833431790507,0.006093309349088248,25275705
0xA8ba77A8aE1bFe564777dcc734894b74755dC2B1,0x6f7C932e7684666C9fd1d44527765433e01fF61d,0,7,2,43,0.46640449456632876,1000,53,0.035511937398729855,0.0031981204464493164,17078813
0x182244D5764e1bBC9177FbBED505Aab062955112,0x2e1AD108fF1D8C782fcBbB89AAd783aC49586756,1,2,0,1,0.9911840530807096,1000,212,0.179752893305927,0.005674076966446098,19951967
0x5cD1C9488F1CCC197Cf75eB340Db38D46ae523dB,0x50B728D8D964fd00C2d0AAD81718b71311feF68a,0,1,0,0,0.9185764306510441,1000,251,0.08267643100023157,0.002665583885964709,29443867
