block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
22897081,-2778244991800681376,27778437498855475,27778437498855475,8103096600175797541576772352,5760578292132794648,-45604,1640329077,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22900965,-197188635680709812,2076121207161024,2076121207161024,8131564888996562164248589842,5760578292132794648,-45534,1640338055,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22901437,100000000000000000,-1048367354598231,-1048367354598231,8117146159672425870589316133,5760578292132794648,-45570,1640339151,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22901641,100000000000000000,-1044656047081183,-1044656047081183,8102778473847776890304591223,5760578292132794648,-45605,1640339579,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22902373,100000000000000000,-1040964412247998,-1040964412247998,8088461560954190465512590076,5760578292132794648,-45641,1640341215,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22902756,500000000000000000,-5150126435125928,-5150126435125928,8017629253245011651794739869,5760578292132794648,-45817,1640342005,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x76D123F7d26BD8282Ed6805eb76969FD10561Fe4,15
22902894,350000000000000000,-3551745656397376,-3551745656397376,7968780289164671208658358161,5760578292132794648,-45939,1640342289,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x76D123F7d26BD8282Ed6805eb76969FD10561Fe4,15
22902979,-24258757334367089,246253220409540,246253220409540,7972156974387808308056908442,5760578292132794648,-45930,1640342467,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22902981,-317229300091423700,3239543776814589,3239543776814589,8016578401984504249228139870,5760578292132794648,-45819,1640342471,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22903029,-38899505530333161,399728102646024,399728102646024,8022059572850950987071545818,5760578292132794648,-45806,1640342567,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22903174,1000000000000000000,-10045303395250476,-10045303395250476,7883901407204471582746734405,5760578292132794648,-46153,1640342869,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x76D123F7d26BD8282Ed6805eb76969FD10561Fe4,15
22903242,-1311633465265654991,13328879912337016,13328879912337016,8066670313804377990109929265,5760578292132794648,-45695,1640343009,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22906715,-287072324899707007,3000000000000000,3000000000000000,8107555800170521364409136031,5795979335014024357,-45593,1640350496,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22907816,300000000000000000,-3120598704283892,-3120598704283892,8077756025079208661742349103,8296683465805173952,-45667,1640352976,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22907856,500000000000000000,-5150330733738798,-5150330733738798,8028573572590011840299457608,8296683465805173952,-45789,1640353106,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22908486,-178994145969392634,1847611964966119,1847611964966119,8046145333553231930918636645,8305584888506203090,-45746,1640354534,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22909081,100000000000000000,-1027028844227901,-1027028844227901,8036348787436189372497292354,8305948566482081043,-45770,1640355760,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22909570,300000000000000000,-3066135810306629,-3066135810306629,8007102066247536322873421997,8306035562168499239,-45843,1640357029,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22909766,300000000000000000,-3043899530524264,-3043899530524264,7978067448603964880038569485,8306035562168499239,-45916,1640357433,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22910001,300000000000000000,-3021904270241701,-3021904270241701,7949242635510731225651169991,8306035562168499239,-45988,1640357928,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22910362,300000000000000000,-3000146558778028,-3000146558778028,7920625361078616944726901145,8306035562168499239,-46060,1640358682,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22910576,300000000000000000,-2978622987700498,-2978622987700498,7892213391930167091875866595,8306035562168499239,-46132,1640359122,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
22910917,857702306855381724,-8399220459341585,-8399220459341585,7812096373580667582582510239,8306035562168499239,-46336,1640359828,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,15
