block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
25129385,102397923756126482158,-101045423031287534743961,-101045423031287534743961,2497296038402383498929753601255,986206030595807167963291,69016,1645306583,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xFb794322009063a22a9d10dfBb277B9E9490CE45,1
25139962,-98269427612640879929,100000000000000000000000,100000000000000000000000,2532246079525115416979752427685,224422857225498582396924,69294,1645329638,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25336670,50000000000000000000,-50290019737495835345662,-50290019737495835345662,2518429901959302029738525730666,288385542066772944264030,69184,1645831849,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x4726aBdaf579a6bAB25239714d30f21E340b9f50,1
25375531,160000000000000000000,-157348104487777829782931,-157348104487777829782931,2475914473125612087553497256081,293220638616504351982690,68844,1645935250,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x53e3E384E7A9A8D73Cf457704e7375182C955686,1
25391198,120000000000000000000,-114568266307925989149691,-114568266307925989149691,2444958148683888558547542159135,293220638616504351982690,68592,1645978672,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xaDeFc64eeb8badf0690E9540FCD6951046941114,1
25426953,82768111244300834053,-77366463613998655586989,-77366463613998655586989,2424053744473854243214169088537,293220638616504351982690,68420,1646065672,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xA8018369832B11382aa2373B1A43810C7A80E4D3,1
25697454,-101549787516037671172,97050000000000000000000,97050000000000000000000,2450014407666614906210629526715,293220638616504351982690,68633,1646681731,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25710675,-36081387773263329583,34985000000000000000000,34985000000000000000000,2459372818813433368806519979364,293220638616504351982690,68710,1646711064,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25710758,-10262980727425065299,10000000000000000000000,10000000000000000000000,2462047796988885266075604001845,293220638616504351982690,68731,1646711234,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25711002,-61666257300560376924,60547160000000000000000,60547160000000000000000,2478244030147444675701083338105,293220638616504351982690,68862,1646711738,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25711098,-65599896430509351342,65290019737495835345662,65290019737495835345662,2495708967934707172733168807955,293220638616504351982690,69003,1646711934,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
25719123,4956250000000000000,-4866646071805908358888,-4866646071805908358888,2494632590876214365557643912145,358215945643012088459400,68994,1646729400,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
25719230,7930000000000000000,-7777908141038052355472,-7777908141038052355472,2492912317455350797261912257576,358215945643012088459400,68980,1646729618,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
25929077,-10442229912179459848,10452289363481576058110,10452289363481576058110,2495200977503861587119827797164,358215945643012088459400,68999,1647251660,0x1111111254fb6c44bAC0beD2854e76F90643097d,0x1111111254fb6c44bAC0beD2854e76F90643097d,1
25949737,-260060104580665842524,266646250000000000000000,266646250000000000000000,2553586523314750473735610233976,358215945643012088459400,69461,1647301087,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
25988435,-94536687502410414917,100050000000000000000000,100050000000000000000000,2575493727553997915265011201749,358215945643012088459400,69632,1647395957,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
