block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
23852830,500000000000000000,-10415617566699383202004,-10415617566699383202004,10992759006834501233242254441346,807070147447650371759,98658,1642480187,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x16Ff84F57BdB38Eb18CF230D78decc680B1fe44c,1
23868007,768359123035204877,-12950262965932654580411,-12950262965932654580411,4295128740,0,-887272,1642513557,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23959137,-1999897571980082066,2022998820177940658625,2022998820177940658625,7955643007546649963992739866544,22144406514279763062,92190,1642709438,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xd5b61c31d150d81da4E4A0C51D94ec4dC7b7364b,1
23991580,-2556079037922736066,30079711829988371202616,30079711829988371202616,9192228298240886368347913657896,1907872306342732806387,95080,1642779845,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xDfBF0d0D380f3d760C687B3628D6d010bd95fF1F,1
24072652,-171646812616039133,2335335599981205804257,2335335599981205804257,9197866814389303388164945168705,32486225122841309327254,95092,1642957956,0x05a0726F7B585a1A060a6Df44DE62b2c10728F99,0x05a0726F7B585a1A060a6Df44DE62b2c10728F99,1
24073635,-531826223972669542,7253970763456944888751,7253970763456944888751,9215381055721566762944309143789,32486225122841309327254,95130,1642960111,0x05a0726F7B585a1A060a6Df44DE62b2c10728F99,0x05a0726F7B585a1A060a6Df44DE62b2c10728F99,1
24124425,3001000000000000000,-39771617221723107878330,-39771617221723107878330,9118385109261715437248052893923,32486225122841309327254,94919,1643068351,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xD749d574bfD34BBE2ea93f7e8eB5e10bf00Bf45E,1
24133045,2000000000000000000,-26043905261796844771714,-26043905261796844771714,9054868626482158975764253793894,32486225122841309327254,94779,1643086777,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x97d5f661333d7bc071FeB0cAd7f4F36608e86cF0,1
24133415,-755916058584891974,10000000000000000000000,10000000000000000000000,9079012977077689644598962440073,32486225122841309327254,94832,1643087543,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24133619,1000000000000000000,-12955056578059113623157,-12955056578059113623157,9047417883339750748767617605726,32486225122841309327254,94762,1643087963,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xcc4D44F866f05482129098a71E01DfdDd525dF17,1
24147339,-5000000000000000000,67038749294357164568797,67038749294357164568797,9209278589984635109914367229136,32486225122841309327254,95117,1643117984,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24166015,-10000000000000000000,141540577596995132044945,141540577596995132044945,9551019122884211535912250368326,32486225122841309327254,95846,1643157206,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24174299,-13296736673940140109,200000000000000000000000,200000000000000000000000,9786549001970999596623389667703,66603762710054835301177,96333,1643174955,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24174383,-9559988155575621399,150000000000000000000000,150000000000000000000000,9963196411286090642156744142236,66603762710054835301177,96691,1643175127,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24174455,-9500000000000000000,154520879401331250752845,154520879401331250752845,10145167831494989189113530593611,66603762710054835301177,97053,1643175275,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24174520,-9500000000000000000,160270340006161187910583,160270340006161187910583,10333910100509236968322157248554,66603762710054835301177,97421,1643175409,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24174660,-9000000000000000000,157434604923330325822302,157434604923330325822302,10519312867817578168162543822489,66603762710054835301177,97777,1643175701,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
24193790,991250000000000000,-17269059620760119086248,-17269059620760119086248,10500792803163669376837293341456,73876408515309114760186,97742,1643218204,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24193931,991250000000000000,-17208359455415274659204,-17208359455415274659204,10482337835915836944337652401312,73876408515309114760186,97707,1643218500,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24193957,991250000000000000,-17147978767162659602289,-17147978767162659602289,10463947623453432528129020203117,73876408515309114760186,97672,1643218552,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24194164,991250000000000000,-17087915317966367871187,-17087915317966367871187,10445621825555971464993900955574,73876408515309114760186,97637,1643218978,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24194235,991250000000000000,-17028166889353899208104,-17028166889353899208104,10427360104382152153211727182909,73876408515309114760186,97602,1643219124,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24194260,991250000000000000,-16968731282211305106404,-16968731282211305106404,10409162124449095128807892894550,73876408515309114760186,97567,1643219178,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24194332,991250000000000000,-16909606316580833014898,-16909606316580833014898,10391027552611799156654896453059,73876408515309114760186,97532,1643219384,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24194377,1982500000000000000,-33643069516070333837606,-33643069516070333837606,10354947312212111124566526255525,73876408515309114760186,97462,1643219548,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
24194521,991250000000000000,-16734073752346795198091,-16734073752346795198091,10337000988867198183921655900076,73876408515309114760186,97427,1643219846,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24194534,991250000000000000,-16676169929365753077322,-16676169929365753077322,10319116764013394059514323261693,73876408515309114760186,97393,1643219872,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24195100,10000000000000000000,-165061710641613197473990,-165061710641613197473990,10142097654687225343874153690382,73876408515309114760186,97047,1643221128,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x97d5f661333d7bc071FeB0cAd7f4F36608e86cF0,1
24196944,991250000000000000,-16053766411282828211370,-16053766411282828211370,10124880921500533124712228107489,73876408515309114760186,97013,1643225392,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24196971,991250000000000000,-15999354587336432960646,-15999354587336432960646,10107722541838558193370715941409,73876408515309114760186,96979,1643225446,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
24196991,991250000000000000,-15945218926409815924024,-15945218926409815924024,10090622219532482233725586618415,73876408515309114760186,96945,1643225486,0x1111111254fb6c44bAC0beD2854e76F90643097d,0xc590175E458b83680867AFD273527Ff58f74c02b,1
