block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
23958950,1000000000000000,-996006323409566869,-996006323409566869,2502918248000273920329566628891,31622788053533823182,69061,1642709045,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23958970,10000000000000000,-9852016246752808271,-9852016246752808271,2478234872740334517449947519153,31622788053533823182,68862,1642709085,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23958999,-1017962731150684,1000000000000000000,1000000000000000000,2480732770076046964761169548979,31622788053533823182,68882,1642709154,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
23959052,113799901547891447,-100000000000000000000,-100000000000000000000,2230191412431869701850233758970,31622788053533823182,66753,1642709264,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xc2400ca8Cf32F7c01A2615f6F63F937eF9f5dBCB,1
23959151,11508947150912559,-9000000000000000000,-9000000000000000000,2207642690243893748188249537869,31622788053533823182,66550,1642709466,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xc2400ca8Cf32F7c01A2615f6F63F937eF9f5dBCB,1
23959207,500000000000000000,-268922153962653144669,-268922153962653144669,1533881474699897915570496090558,31622788053533823182,59267,1642709582,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23959222,300000000000000000,-94757410720104425123,-94757410720104425123,1296474971413279122267291948435,31622788053533823182,55904,1642709612,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23959236,800000000000000000,-151179902392844600685,-151179902392844600685,917706791473104231501952824638,31622788053533823182,48993,1642709644,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23959267,-7410814426116187,1000000000000000000,1000000000000000000,920204688808816678813174854464,31622788053533823182,49047,1642709706,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
23961004,10000000000000000,-1340039068964888425,-1340039068964888425,916847336732469654502300712095,31622788053533823182,48974,1642713309,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23962946,10000000000000000,-1330296392779835454,-1330296392779835454,913514394089307537841426208118,31622788053533823182,48901,1642717322,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23966079,254903730027329408,-30921224160544360089,-30921224160544360089,836043939277280344030243549038,31622788053533823182,47129,1642723955,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xd6aaB0F9aE043D3651Ad2d31c0ecCA310a9C0BEE,1
23966671,2000000000000000000,-133324185884998232408,-133324185884998232408,502011713892959221694744733489,31622788053533823182,36927,1642725179,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23966696,-303213692986021035,13000000000000000000,13000000000000000000,534484379257221036740631121232,31622788053533823182,38181,1642725229,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
23966713,500000000000000000,-20506197161160794521,-20506197161160794521,483107874488457045594926795306,31622788053533823182,36159,1642725263,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xb25271973Da0c4c47540F94cd10865beaC7575f2,1
23968456,-5084318370801009231,9667208208153668296792,9667208208153668296792,24630801501413006849538097039622,31622788053533823182,114794,1642728864,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
