block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
24431099,1000000000000000000,-419302500808292551765,-419302500808292551765,1624783715532316241782486476009,25630944134754633935880530,60418,1643740504,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xBAAa747537b44cD71787598F9724BC0EDbB1Ab83,1
25387662,60915204540126986160,-25540636133916045344988,-25540636133916045344988,1624704766522100432037559148215,25630944134754633935880530,60418,1645969596,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xEF1495dD5287a53bE514B1673F3CE92306750A28,1
25388683,618862196792087903689,-259337021084489907046746,-259337021084489907046746,1623903126303760349470422113606,25630944134754633935880530,60408,1645972358,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xEF1495dD5287a53bE514B1673F3CE92306750A28,1
25507163,1196139723401316182,-501000000000000000000,-501000000000000000000,1623901577655797521455043205627,25630944134754633935880530,60408,1646253965,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x926Ba58D0D2B55862B92F78DC11e0d00c6F99294,1
25507999,27000000000000000000,-11308625281924359703071,-11308625281924359703071,1623866621409280081234005167997,25630944134754633935880530,60407,1646255902,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xD366aC7996aD224BCb7213081399ab43c94AB73B,1
25535975,10000000000000000000,-4188256183224771235738,-4188256183224771235738,1623853675033220295044199462251,25630944134754633935880530,60407,1646319987,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x3729e039E6864A45C9664FEDb698Fc6302f025F8,1
25584118,18509565518998446000,-7752104021098096643962,-7752104021098096643962,1623829712398290346074702227323,25630944134754633935880530,60407,1646427535,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x316c87981A75B9b91c94A404F2eE36D8C3f72CC1,1
25911978,200000000000000000,-83761970339450197376,-83761970339450197376,1623829453480516436593273133161,25630944134754633935880530,60407,1647212041,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x1C6DA03F64AF6f65307EaaBbe71e3b6Df78A542e,1
26040122,50000000000000000000,-20939654544986422100695,-20939654544986422100695,1623764726627515607020626062759,25630944134754633935880530,60406,1647522542,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xD366aC7996aD224BCb7213081399ab43c94AB73B,1
26044906,41200000000000000000,-17253020900799675649590,-17253020900799675649590,1623711395578272787482694959656,25630944134754633935880530,60405,1647534203,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x539FBcbB5f1cEfFEFDD06d3b689eE9CE4F98B411,1
26047820,80000000000000000000,-33497774830867017512719,-33497774830867017512719,1623607850147631881746001852583,25630944134754633935880530,60404,1647541371,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xEaAed3cDc0442536EB44e19e81E937461F697D26,1
26097004,305289368529999916000,-127792180530738329411864,-127792180530738329411864,1623212829987862864015497652944,25630944134754633935880530,60399,1647658968,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x282E3195D07Be19141852f8CE2eC960616d4EA05,1
26127614,29390000000000000000,-12299185122580107306558,-12299185122580107306558,1623174811808253027053837822297,25630944134754633935880530,60399,1647732498,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xA34f42b1C3Ddc8138432E357b5a5E2bE32b53c07,1
26204164,11948339641296677291,-5000000000000000000000,-5000000000000000000000,1623159356239761729495166085980,25630944134754633935880530,60398,1647902047,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x83EEAC97Fda022374C7BDa9E50C1e051ECf3ADAB,1
26468321,4779399568493238935,-2000000000000000000000,-2000000000000000000000,1623153174012365210471697391453,25630944134754633935880530,60398,1648488106,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x83EEAC97Fda022374C7BDa9E50C1e051ECf3ADAB,1
26544641,13990000000000000000,-5854204297227153467586,-5854204297227153467586,1623135078001269641919485790471,25630944134754633935880530,60398,1648656491,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x62915FA4E90c0F3d37F53eBa226BD6641AB2c986,1
26572181,24995537162105438116,-10459216229521312694570,-10459216229521312694570,1623102747374709510388489024691,25630944134754633935880530,60398,1648718040,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x62915FA4E90c0F3d37F53eBa226BD6641AB2c986,1
26800387,10756147183696271737,-4500710000000000000000,-4500710000000000000000,1623088835168376616821431130619,25630944134754633935880530,60398,1649220391,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x44fb33aa9AA160A05B3A5ed0Fd111752CdFa3Ad2,1
