block_number,amount0,amountIn,amountOut,sqrtPriceX96,liquidity,tick,timestamps,from_,to,cont
22958410,-62808651011729909558,130918236404871316045,130918236404871316045,116259512902896554152676493923,2549637334725696690503,7670,1640464757,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,1
22964233,-131410964811686427677,307035851318818236585,307035851318818236585,125771810333081506224644324136,2549637334725696690503,9243,1640477428,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE35F0C92d65f06e3c0a63Baea8212AE38882CCA7,1
22964234,-42072990025627313812,109205359422736827768,109205359422736827768,129155108587462446203313058525,2549637334725696690503,9774,1640477432,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE35F0C92d65f06e3c0a63Baea8212AE38882CCA7,1
22986665,-15515551555808070301,41770134590367333732,41770134590367333732,130449191810043034791741415315,2549637334725696690503,9973,1640525997,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x6b06F8EaD98e0b14298DD44FdA4BAf1c6a602ab7,1
23013939,-43408951323533986940,121438399671397311527,121438399671397311527,134211482670078525686462444201,2549637334725696690503,10542,1640587069,0x11431a89893025D2a48dCA4EddC396f8C8117187,0x11431a89893025D2a48dCA4EddC396f8C8117187,1
23035631,59200000000000000000,-162979048425452904166,-162979048425452904166,129147024929675560684462465020,2549637334725696690503,9772,1640635256,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xB5692cD2BE2d46D6ecf518eD08ccD4D987862e5C,1
23039734,-31469235334759505140,85590875230515564558,85590875230515564558,131798721332572513916489539743,2549637334725696690503,10179,1640644240,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xDEF171Fe48CF0115B1d80b88dc8eAB59176FEe57,1
23040143,15023699515166329309,-41049847211925003304,-41049847211925003304,130523126595314709038767654634,2549637334725696690503,9984,1640645086,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x5344cD4302ca2a3bD8313E3431EC39D1B091849a,1
23081350,40000000000000000000,-105516815129356574868,-105516815129356574868,127244266789178535243234189149,2549637334725696690503,9476,1640734553,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x4FDfaF71CEb406BEcA49a14Db766A9372d6869Db,1
23081706,449710273742675781,-1156172425881435402,-1156172425881435402,127208339555291328079802872283,2549637334725696690503,9470,1640735288,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xF435dd9eE1A240BbEdDE88956F36e74379eB65ce,1
23082024,6000000000000000000,-15363333700255923099,-15363333700255923099,126730934913232419721885863857,2549637334725696690503,9395,1640735944,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x0B3600006e6dDc7D792604a4944d8A9E2411eEfe,1
23135806,28400000000000000000,-71182390547645963853,-71182390547645963853,124518992873613098298644996600,2549637334725696690503,9042,1640855262,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x8d63A54A54b7B638af38Ec2C109aA3E618743BaD,1
23187326,-21828774314007550474,54818814717956375884,54818814717956375884,126217338093324714433252251516,2549637334725696690503,9313,1640964750,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x1F7808E9cbF1005Fb976500b07a3E705dfE1B862,1
23290832,500000000000000000,-1264761907397265512,-1264761907397265512,126178036518713946487753763041,2549637334725696690503,9307,1641192625,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23296148,986468615189707488,-2492987343399823106,-2492987343399823106,126100568714293779814990420626,2549637334725696690503,9295,1641204965,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23299759,1500000000000000000,-3784914614742059719,-3784914614742059719,125982955190944718925283814845,2549637334725696690503,9276,1641212803,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23300149,2730000000000000000,-6870457029659891029,-6870457029659891029,125769460636766594628456175136,2549637334725696690503,9242,1641213627,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23300241,2700000000000000000,-6772092477644634700,-6772092477644634700,125559022690917256815247215743,2549637334725696690503,9209,1641213819,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23300378,2670000000000000000,-6674597940972967714,-6674597940972967714,125351614318290146216578087118,2549637334725696690503,9176,1641214101,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23305000,1000000000000000000,-2494176865187017985,-2494176865187017985,125274109550328464619612198771,2549637334725696690503,9163,1641224290,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23308553,10000000000000000000,-24773174909878962813,-24773174909878962813,124504300801051835699010901108,2549637334725696690503,9040,1641232497,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23330944,15692307692307692616,-38266937878112059815,-38266937878112059815,123315182987377955315339801848,2549637334725696690503,8848,1641282160,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xdB6f1920A889355780aF7570773609Bd8Cb1f498,1
23392719,27723187087483460707,-65848435073426804266,-65848435073426804266,121268989811488992994271390422,2549637334725696690503,8514,1641447254,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0x7AeD9910559877Aa80AF61bc6CE1e8082005065f,1
