pair,token0,token1,fees,block_number,timestamp
0x749c584D5B81fA483378a9346F2329d86C68fc42,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xf28164A485B0B2C90639E47b0f377b4a438a16B1,3000,23022410,1640605577
0xA03448D798d00909F569Ae49c009C2129EB77202,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0xC7B15937e06Ce7E09C58203c73FE3bA1ba2ec143,10000,23024717,1640610877
0xD896e6404F8cFdFa50719B78213433D9e82B7BB8,0x9f8d1C9C9bD9Dc1DBB6A8D863211f001F03Ea4ba,0xeEef481b50787A99f9cf4ba5cE0b82fa25e8b2c4,10000,23025196,1640611863
0xfacDa1FcD65b76465b8F384D500B03E3F1B95ff8,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xeEef481b50787A99f9cf4ba5cE0b82fa25e8b2c4,3000,23025282,1640612043
0x7372282C46c7D2847a87F48d14CC3bbcd49B9AE0,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x9f8d1C9C9bD9Dc1DBB6A8D863211f001F03Ea4ba,3000,23025306,1640612091
0x869EDc667D8EC693E446285e3f81232248EbCB50,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x29B76FD32318666a3dc0DC0f369062fe7a4dE0a9,3000,23026846,1640615564
0xC10221C3F25AEbd2fDD5fbE47bE01e84Fe1d4cd4,0x430EF9263E76DAE63c84292C3409D61c598E9682,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,23030054,1640622729
0xa99718C9902Fc66B5D7b1220Bd1551136f0cd880,0x348e62131fce2F4e0d5ead3Fe1719Bc039B380A9,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,23030390,1640623549
0xd2F4d8F9b77253456C4bcDB162d68f8420D4CAE9,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4,500,23030574,1640623929
0x5cd32365254Be9734c055B1eeb3b370319F88F92,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xcf32822ff397Ef82425153a9dcb726E5fF61DCA7,500,23030730,1640624253
0x0C7951489D20ed7c20E1aD5641C97E0d8871b7d8,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4,500,23030830,1640624457
0x8F199b628Ef95900aDF880ae132f319f4680057d,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x67B78D31A40dACC5aCf7648C2Ad88bDBF6EeEc1C,500,23031302,1640625575
0xe02d2E147A453972c586d4c902aBE05714379A53,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xaE29AC47A9E3b0a52840E547aDf74B912999F7fc,3000,23031432,1640625957
0xda38afe58040f2107c51Dd03670631BA272c8639,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xF524d21316c69f50B46623a9773300B86FBe2e10,500,23031953,1640627067
0x635c2a8ae419Cf6c8720b04e0D99F1be934B1046,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x70a20d48C5Ca3794dc96Af740825117c422C5798,500,23032123,1640627507
0xf58cD8a5fBAE8Ea8D8Fc1319Fd1FD3eD8F9D7C9F,0x0c536692B1c92e701AaF5E1adb8dB23B48df17F4,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,500,23032326,1640627929
0xfa3f210Cbad19C8B860A256d67A400d616A87C2A,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x2C89bbc92BD86F8075d1DEcc58C7F4E0107f286b,3000,23032589,1640628471
0x505ce2B89b6cB801De42CB3cd697Ccef333B7F9D,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0D8DEDa46fdEB4489a64BD0C9E05322f03799359,3000,23033260,1640629981
0xf3232bd6E9e34D68Bbe544AD7628B525677ea1a0,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xee67A5bF49d7D28b3DA7fEc7c2F2FE690E25EB9b,500,23033555,1640630719
0x0ce3771c1693bf4F59560d84153192539f5D2481,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xE59c42b6a8c8079A5b8B9E6E407BB55fD66c7372,500,23033912,1640631454
0xdc2FE82b8E4c1FB09A45837818A9A411788459A1,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xDE6908D8573a81A3b5B52D893C2a7c7F522ca8F2,500,23034084,1640631810
0x1ef709445f04e2847A6924b67eA871EEA31DA013,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x3a879931d80d6B1221F5f1887BAC929dA2c699F2,500,23034194,1640632038
0x49B076E3DE4bBf6f172f0ED70E7eBbF84D05631f,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x3c44e4D517Af70C6B2E8e07067Ed965785e8C17B,500,23034295,1640632244
0xf91eEbE4a5c6600b345668BFE1a2985d116DB6a2,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA29761caACFE2D3E3201cFbc1328cac96e773B80,500,23034367,1640632392
0x6e0952BCC0C17e7203Ee6779b2b4a7d59f8bAD07,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x8e915a77e301aD12Ad1f62012734cF7557Eee81a,10000,23034450,1640632566
0x566541BA0B9e6096B87F068aCbD73d83fCD3146a,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA2623C3938CF45c76aaA9678bFdeAC0991cA778B,3000,23034479,1640632624
0xBf9EFb60D3Baf9E96743bEAf9ACe0573321C14dD,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x83593d701B04eeb4eBb03Abd84919185EA1D4aed,500,23034489,1640632644
0x4d32ad8ff2d7c69Ecdf13C384CA0a78f85429Aa6,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xd864C4558d5BCFc6941cce962032ED59AB85EFC8,500,23034562,1640632926
0x564D6fa1DFc178B39AC277271890fb7A813d9b7e,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x73381dFd4c994Ba4f5C68622EbD4EDaa0e056B43,500,23034615,1640633032
0x30fE5E402139925634430eB88E9C209e4a2d6deC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x430EF9263E76DAE63c84292C3409D61c598E9682,10000,23036230,1640636494
0xA419c4F49ca47EB5d2186bba8185fecFdb65140F,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x4985E0B13554fB521840e893574D3848C10Fcc6f,10000,23038680,1640641940
0x5F3fDd1501F59f7C28b62DF94fd823ADA8705D98,0xB35fcBCF1fD489fCe02Ee146599e893FDCdC60e6,0xd0258a3fD00f38aa8090dfee343f10A9D4d30D3F,10000,23041010,1640646873
0x09ca5c64c749998BAE9dAd9f14D38d859FC41cAE,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x4e78011Ce80ee02d2c3e649Fb657E45898257815,10000,23041227,1640647347
0xA81ddB8DAC4221C128B3e89Fb15c2c45A613c2Ad,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xA8b1E0764f85f53dfe21760e8AfE5446D82606ac,10000,23042797,1640650944
0xa88D85edda06031DfFF209Cd165EaB8Ad37200f8,0x137Ee749f0F8c2eD34cA00dE33BB59E3dafA494A,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,3000,23042810,1640650970
0xaD6e07a1dAD71474D5c0996D0d8cfc7a9744aDc1,0x08B74C57bb9b1f4f8b6d126124e5b72daa056573,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,500,23042996,1640651354
0x45249269fE2c22302c9DC7102beEed3616755b7d,0x08B74C57bb9b1f4f8b6d126124e5b72daa056573,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,500,23043059,1640651484
0xD6D9fA0fc5BFcaC41d4c9B48E0c2E7343ee3EE77,0x08B74C57bb9b1f4f8b6d126124e5b72daa056573,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,3000,23043600,1640652730
0x823f1EDd1600FE4FE31571ee6f6dD82C3621EE04,0x08B74C57bb9b1f4f8b6d126124e5b72daa056573,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,3000,23043698,1640652930
0x2E9d0cf5b4B7947E5646D6a1089AbB8153cfda94,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xE58e8391BA17731C5671F9c6E00e420608Dca10e,3000,23044229,1640654028
0x941061770214613BA0ca3db9A700c39587bb89B6,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x430EF9263E76DAE63c84292C3409D61c598E9682,10000,23048910,1640664437
0x160ef223a5A3886a6A6d200Fe6d11120670D6216,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xdef1fac7Bf08f173D286BbBDcBeeADe695129840,10000,23054638,1640676907
0xa6a51c5189F28Fb4ee4F56657622314B1d68b8A4,0x4455eF8B4B4A007a93DaA12DE63a47EEAC700D9D,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,3000,23055230,1640678127
0xb2560684513Ea50347734550E5398125f610e12c,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x9551C813720493c3c3EEc0C080F5e9d5e8e8331B,10000,23058908,1640685974
0x5c86CbfCC0C598F3A75F1095fa33B59B8638B8A8,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x7387d94485731546AA0F43002c733f19bf67ef31,500,23059372,1640686930
0xa422f48bE47cBb51BA328e9FFDD42Ae5E586e504,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xA55870278d6389ec5B524553D03C04F5677c061E,3000,23064069,1640696748
0x21c5248CB43A4267200f7859Cf497eFCfB903574,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xD125443F38A69d776177c2B9c041f462936F8218,10000,23065688,1640700243
0x8cD6aE59499cde5A4125473d8FB13414c6BEd02f,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x8e2275957022060b31D1b6924AbecfA4aCE93480,500,23066506,1640701941
0x84B91B6E77Ee8B026c2c74Cfb5833c1058B29c5b,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA44dFae8Ec1d81f26Fd3b1e3b5a7B36B0Bb84a12,10000,23066639,1640702215
0xce68B46BA0944DCD5966A3d9359be5bb4D4D98a4,0xaE29AC47A9E3b0a52840E547aDf74B912999F7fc,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,23067769,1640704564
0xC60b85aa872bd89377E7C3Fa19AbD7d519F1863b,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xaE29AC47A9E3b0a52840E547aDf74B912999F7fc,3000,23068086,1640705329
0x020a70498C78D46903AA293354614407c4c68325,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x67B78D31A40dACC5aCf7648C2Ad88bDBF6EeEc1C,500,23069154,1640707556
0xd25738eBECb3439cE565BcefE238180Fd74B293D,0x67B78D31A40dACC5aCf7648C2Ad88bDBF6EeEc1C,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,500,23069548,1640708371
0x6f9bedbD2a8d979dea7fc7BF95162C64736db6f8,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA2623C3938CF45c76aaA9678bFdeAC0991cA778B,500,23069643,1640708569
0xafC3f539AF4Ef4B669726524eab0647dfb6Beae0,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,0x67B78D31A40dACC5aCf7648C2Ad88bDBF6EeEc1C,500,23070021,1640709349
0xb2F8Ba544E4874D4E0F817359D0F4bcff209b87E,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x769434dcA303597C8fc4997Bf3DAB233e961Eda2,500,23070493,1640710449
0x8EB315DBd94469016e84098184dd55C1af2EDaBb,0x769434dcA303597C8fc4997Bf3DAB233e961Eda2,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,500,23070807,1640711097
0x89f485b9514E41276a58bBF54090D01B2Ce7e7b2,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,10000,23070967,1640711425
0xa599BAf3c5d5845041449469fdCFbAC398eADd5f,0x39cDBd331c94d781D4B50802346152549689B1e5,0x3Dbd2A88627566306AE9f5F5FB466B498535aF21,10000,23070973,1640711437
0x87724791658F73163ed00Ed8E3e25f5598341cD4,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xb1fA826cD5805EAd4A5FFdE7878E3F33a8EB5374,3000,23071395,1640712442
0xc3c0545B2bAd4a2146a062525DB9354E792b8BF8,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x54cFe73f2c7d0c4b62Ab869B473F5512Dc0944D2,10000,23075071,1640720537
0x1b305bD8D46C3c36bF1575D49a50faDBa65DC71A,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xCd150B1F528F326f5194c012f32Eb30135C7C2c9,10000,23075130,1640720659
0xE5a21b077B8bE146282bA629598175456269B5A2,0x45CfbABd0D78eC50ED6c07d75E3DA600892E5D50,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,500,23075393,1640721333
0xd20f057B05F1D62c1fe306f6EE77ab4c8fD7e2FB,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,3000,23075412,1640721371
0xF243092f28B3824B8F922284B8cD5F9Cab86B27d,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x45CfbABd0D78eC50ED6c07d75E3DA600892E5D50,500,23076072,1640722823
0xe6B2b239702d832e5dFf87f1858AC4233fc9911f,0x7C36208173fa65d2FFfD609B54910F5cB2487a97,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,23076974,1640724860
0x09e5049c3F94f73D70655072993F8ffC4f3B9f4C,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x1B09E4eB467dAfaE4F283638B5FeF26B5598bE27,10000,23077221,1640725370
0xb7D95c52f880b7D3b06C7fd072d156048825E541,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x8a0e8b4b0903929f47C3ea30973940D4a9702067,3000,23077459,1640725868
0x5FFE14287e547E185EB15c0b7d7cCAA6f1B227Dc,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x9Cb74C8032b007466865f060ad2c46145d45553D,3000,23077792,1640726685
0xBB432e2E91696155F17163dFd31367E25066dd3c,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x54cFe73f2c7d0c4b62Ab869B473F5512Dc0944D2,3000,23080688,1640733054
0xfc43FC38666c2Fa32C3E967095FFd2F0051DFE3b,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xf962e0d074e532ABA0324dCCD841349137EC503C,500,23084039,1640740232
0xb21902e5D10D863BDDA8CB4A17aF00eD89dB6B31,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x4F4aE19018DCFacac87A79E2291b03bD08824B91,10000,23084280,1640740726
0xB3866Eb993e1aEf93f219C3da0a71c3f11BeCBf2,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,500,23085369,1640743111
0xB27500305DED8CeCF09c76276B93A17EF92f74dC,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,10000,23088248,1640749311
0xD0cE144De71c3A0e3B0044a9a8Ec18A5C06e9873,0xb0C22d8D350C67420f06F48936654f567C73E8C8,0xd8cA34fd379d9ca3C6Ee3b3905678320F5b45195,10000,23089982,1640753030
0x60D632D98BC7157E11B24FaED1247762063261ab,0x08158A6b5d4018340387d1A302f882E98a8bC5b4,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,3000,23093183,1640759760
0x9005955B565532ec73e1Ecc131f11A7206cf555d,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x692597b009d13C4049a947CAB2239b7d6517875F,500,23094253,1640761976
0x0ca9B6f1CAF99e1d0F8C46eb298c2cd74fF72c48,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x33693d872e9c9aaaf339351DA75d44D3104aC7f4,3000,23095299,1640764138
0x92D49bAd63EAe241E87d0acaAb14F5E733b8FB0F,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x430EF9263E76DAE63c84292C3409D61c598E9682,500,23096007,1640765598
0xFA763B272b486d8091604867Ac1b0E40579f46F4,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x9ED08052Db07188Fcf803915f5Bce958BBe2e4AC,3000,23096461,1640766534
0x6FDbCD85D1d929FC7B06FE92A122614680b0a58c,0x5B161f3518EAE2A37c4db8684F3B7C5b705d248b,0x776c9E91053ea946F8B633fe66ffC703ff33469a,500,23096829,1640767290
0xc5D58eFCdAb67FbBDe6560e9AfC89999a17A1260,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x8930568B98E48aA02cc660992a9223e596c528b8,3000,23100794,1640775881
0x09E7E6226322F0F5dad86e11F413d188795e4f39,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xD125443F38A69d776177c2B9c041f462936F8218,10000,23102348,1640779474
0xEb3A72F77fa5bb4E6Fa31fDfBc65571e830DB068,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xe46F5128B933e5A6F907Fe73EcE80059c222DB0A,10000,23102907,1640780628
0xFDf7f8695Fd5aA93d1621366370E97888b2EA1e3,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xC68e83a305b0FaD69E264A1769a0A070F190D2d6,10000,23103287,1640781543
0xdDa3a7C49B9e20499B74e7a4BBBA3F448c930507,0x002AE2eF2e9FB66b5C6A1628fF55F2164a611998,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,3000,23104265,1640783821
0x2D8D8362E8fEcCFb0DA78123D9BF9867433f38E4,0x58576F8f500AFeF7a7C42cdF074B74B9256638Ed,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,500,23106244,1640788288
0x28c5C881948025b40FA2A4e58F76d1102e02492B,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xC68e83a305b0FaD69E264A1769a0A070F190D2d6,3000,23108296,1640792520
0x96Ec404f7fF2DF50A4b22C39E2C98457a6945699,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xab49Eb626d9bef5593d83465b1382890C0fFad9F,3000,23108465,1640792866
0x8Fb3BAcff4741614cd081589c54B1Ffa785ed080,0x5647Fe4281F8F6F01E84BCE775AD4b828A7b8927,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,23109256,1640794756
0x4cF69E08a585A12DfF15d25137E799A2c80d7256,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x428aC1de3FC08c0F3A47745C964f7d677716981F,10000,23111523,1640799716
0xc27F90198E6b1a06Ef78e1635d331b9EaA2dce72,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x723B17718289A91AF252D616DE2C77944962d122,10000,23113367,1640803904
0xe515e286975E7F1bEC2909ABcB83084e833cf533,0x8f9E8e833A69Aa467E42c46cCA640da84DD4585f,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,10000,23117926,1640814158
0xe26aE2ccb853D1aa753c8ba9f7E159f9b3eb8D88,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x2F800Db0fdb5223b3C3f354886d907A671414A7F,500,23123336,1640826870
0xa38F58894cc77499BB52706FcF753B7eD364BF5f,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x8e915a77e301aD12Ad1f62012734cF7557Eee81a,10000,23123849,1640827928
0x26C6661Ed5E480Af5040EF451908230BBeF4a645,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xf21441F9ec4c1FE69CB7CF186ECEAb31Af2b658d,3000,23127426,1640836314
0xB1ac9BdE1E8cc891c3f230d29026C24829336435,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x24834BBEc7E39ef42f4a75EAF8E5B6486d3F0e57,3000,23134648,1640852746
0xFAF06658115d486f2eC06D0A079b267b33729EbA,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,0x6AE7Dfc73E0dDE2aa99ac063DcF7e8A63265108c,10000,23139239,1640862729
0x25DD552FE90e6F9b30752930497369Da70b22B66,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x52A7F40BB6e9BD9183071cdBdd3A977D713F2e34,10000,23145817,1640876621
0x48491B85307da04e36cb43cD086A48C2f4F15700,0x5fe2B58c013d7601147DcdD68C143A77499f5531,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,10000,23146289,1640877693
0x9b3207F21F813a4877c46A4125ff1651fBB71121,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0e7252706393470FfB0629DA2CAa39Fc9340F2d4,500,23146366,1640877879
0x37bd50a90f26328941B71a651032e8121d50d5Fd,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4,10000,23146431,1640878013
0xd40BF4b3f31f693B7cCdeC0cF7bccf18E661b338,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x48C0e18f432B8a788b5B258864898C3f95164cE2,10000,23146839,1640878857
0x09c26b900F387e83732eeA65F0a1e76040D13319,0x0e7252706393470FfB0629DA2CAa39Fc9340F2d4,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,500,23146851,1640878881
0x62A4B3ef3867AF9ACc53F68F57b2D4cb71d30465,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xFbdd194376de19a88118e84E279b977f165d01b8,10000,23146869,1640878917
0x74ab3AEe8fde15d7D0b06ce7972CcfCD6923ca47,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x361A5a4993493cE00f61C32d4EcCA5512b82CE90,10000,23148377,1640882157
0x80763c89B692BCd3fF102FDe67F08254c171ffD8,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xbD7A5Cf51d22930B8B3Df6d834F9BCEf90EE7c4f,3000,23148378,1640882159
0xf801a2041D500A237aE1E21c7DD6AC3f50376589,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xc6C855AD634dCDAd23e64DA71Ba85b8C51E5aD7c,3000,23148860,1640883208
0x32C936874FF276c626a9Ed028FAA10071e3A2faC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xFA3c05C2023918A4324fDE7163591Fe6BEBd1692,3000,23150999,1640887750
0x91EaB8acD00F8be05A566155AB6ec7948408c8bF,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xd86b7e7E330631Cb2973A3cF4395de4889EA8C9A,3000,23152097,1640890142
0x0a93Fc41efFF45b721370a1C53591DCc7A5b5D82,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x7f426F6Dc648e50464a0392E60E1BB465a67E9cf,10000,23154640,1640895588
0xA973524DDA5A9b26F87179ECbE12c2Ed87B3C138,0x1D607Faa0A51518a7728580C238d912747e71F7a,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,23156035,1640898542
0x3c92bd9596E6aca8cfa29ec733ebe0c189bec1F3,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,23156607,1640899720
0x41b41Bdd1746e3853a4ed45d465b48067bfA7751,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x49a0400587A7F65072c87c4910449fDcC5c47242,10000,23156740,1640899998
0x0711dCb2BE9323445a823A720B011a3724558DF1,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xcd7361ac3307D1C5a46b63086a90742Ff44c63B3,10000,23158310,1640903380
0xaa73f71088e5dE849338e8d7BCEadc270ac5C3A1,0x34d4ab47Bee066F361fA52d792e69AC7bD05ee23,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,23158450,1640903668
0x714A23Fa516678BFCfce4720BE40B331462Edd6C,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x26d326B1fc702260baeB62334d7c1Da6f1a2C386,500,23158864,1640904524
0x99958f68a25B127F92Ca2239e851B1c1A078ef20,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xd53F8410618d83fABce1B614915d918ed5cADC09,500,23158992,1640904788
0x7eec9e0BA44d5e87D28F3d713A15D8ff9C2597d9,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xFC9C327e061e6868d4362c32c27f9620b0Ae31F6,500,23161658,1640910569
0x38aA981b59B7Ed457fB0B85d4C7631ba0Eb08A3A,0x229b1b6C23ff8953D663C4cBB519717e323a0a84,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,500,23161801,1640910867
0x6c52350B38EC9a55dbb31d7b3132012100a96DAe,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xD277Fe46423d31367dAcd1934ADAA5f39dC5dea1,10000,23162642,1640912601
0xa200b99DbF7006c51a179e933263040e24579917,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x3367831280e2cA874aA4CFF804B8AcE07c9c2d14,10000,23163024,1640913389
0x182244D5764e1bBC9177FbBED505Aab062955112,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x2e1AD108fF1D8C782fcBbB89AAd783aC49586756,500,23164549,1640916536
0xE7E8928CE30ADE8f183E28BD9ab18E627D24c517,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xb0C22d8D350C67420f06F48936654f567C73E8C8,10000,23166190,1640920046
0x15Dc4AD97E4341456658780BF58E4ee264F8dc8f,0x00d9B589fC7518256bB504168f92116e8454eE15,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,3000,23166629,1640920952
0xcAa6543ded451661e999700Cc9c08da9c80E79cC,0x835BA011Ec70e695879185dF3d46939DBfBeF7E5,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,10000,23170143,1640928376
0x4fD46d8b133645A72aF8c9d70aAdB938914102B0,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xD83A3f7Ae67D81ad7620D9E097A9e1B1C5f0dE60,10000,23171962,1640932254
0x857FbD3Fd2EE73728aa5D86d299e5D4aB2b0c9AF,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x9a71012B13CA4d3D0Cdc72A177DF3ef03b0E76A3,500,23174418,1640937450
0x46c12c19d71EFB66DF412dcc0afBEd8aC2EC12e5,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x9a71012B13CA4d3D0Cdc72A177DF3ef03b0E76A3,500,23174468,1640937554
0x482488D437767F881FfD0bDB9303068fe129ED57,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xeb2b37f75BfAcd1D973B928Ab12E55A49114052e,500,23178786,1640946487
0x4800A31E4783A14c138f6FEd59AB5c9686303f7B,0x6A284Bf3e568AeA2C28010F061a85E107EFdB6B6,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,23180031,1640949181
0x6b5B9D240Fd5602F59f65C2ad42491910B1fF88D,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xF2a255003597FBb164A1f254A57702C7671Eae90,3000,23200712,1640994580
