pair,token0,token1,fees,block_number,timestamp
0x9B08288C3Be4F62bbf8d1C20Ac9C5e6f9467d8B7,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,500,22799345,1640112714
0x781067Ef296E5C4A4203F81C593274824b7C185d,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,22799346,1640112718
0x9a72FC3Fb9E99087d2eAE500355E7902C763f9B3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,10000,22799346,1640112718
0x42F0530351471dAB7ec968476D19bD36Af9Ec52d,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,500,22799347,1640112722
0x88aAEed1fCFCA2Eda30749Afa9ad45A75c80E292,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,22799347,1640112722
0x9a4270d9DA562780A6bb5D01dcb527eb8eC86Da4,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,10000,22799348,1640112726
0x24D4484dF93B4bc71d6A48c9EDd2978D283603Ed,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xf50D05A1402d0adAfA880D36050736f9f6ee7dee,10000,22800152,1640114458
0x88f3C15523544835fF6c738DDb30995339AD57d6,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,3000,22800449,1640115154
0x86f1d8390222A3691C28938eC7404A1661E618e0,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,500,22801515,1640117493
0xD0367259CBdcED31C0005FEc935771DE99489a6E,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xf50D05A1402d0adAfA880D36050736f9f6ee7dee,3000,22801620,1640117753
0xA374094527e1673A86dE625aa59517c5dE346d32,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,500,22802494,1640119640
0xDFD9Aee8b366400791783322217C352E93dabe7c,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xf50D05A1402d0adAfA880D36050736f9f6ee7dee,500,22805553,1640126343
0x7109C674e52b14FCFb8A04ffe254f454f9C61C18,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,10000,22809823,1640136198
0x24555B1E26407b8b56621da41F175c5E2B80f1b8,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,3000,22809898,1640136352
0x3F5228d0e7D75467366be7De2c31D0d098bA2C23,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,500,22809956,1640136472
0x67a9FE12fa6082D9D0203c84C6c56D3c4B269F28,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,500,22831925,1640185129
0x167384319B41F7094e62f7506409Eb38079AbfF8,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,3000,22839265,1640200814
0x2B00B505bF3Ac62eb41935d3DafeF7076EF208E2,0x8cB96E95C714E0996e6D299F617F518D965E352E,0xe20B9e246db5a0d21BF9209E4858Bc9A3ff7A034,3000,22841909,1640206394
0x56845fd95C766eCB0ab450fE2D105a19440a6E35,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4,3000,22841912,1640206400
0x81961A1BcCB9DDCB3608435339Fa5028c20A10ed,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x229b1b6C23ff8953D663C4cBB519717e323a0a84,10000,22841955,1640206490
0x89308CB35C229014122ca27751171Da18390141A,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,3000,22842198,1640206992
0xFd0693F146Eae257586E0dc63205f090e31a3584,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,10000,22842208,1640207012
0x98b9162161164De1ED182A0dFA08f5fBf0F733CA,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,3000,22842322,1640207376
0x6FB1DA0fdf58217c021b391F7FA59c09d356654A,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x99EfA49134Cfb953a93Ff621db9A478a08Cb0F51,3000,22842379,1640207496
0xE22dc498c0c2038dDB0690eb27f569bE93B2AbEC,0xc6480Da81151B2277761024599E8Db2Ad4C388C8,0xef938b6da8576a896f6E0321ef80996F4890f9c4,500,22842565,1640207880
0xaE6260c53bAF937a202B3e74Ef569F4fE90257e3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xc26D47d5c33aC71AC5CF9F776D63Ba292a4F7842,10000,22842677,1640208108
0x68f7B7b20E95Fa4EE41B1E54D0A0429CB989BFa1,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xef938b6da8576a896f6E0321ef80996F4890f9c4,3000,22842689,1640208136
0x1650487933A1da069D7018e85c38450D0f9dD6ba,0x0169eC1f8f639B32Eec6D923e24C2A2ff45B9DD6,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,10000,22842975,1640208788
0xabAa23bD11Ddd4860B8958Cf6c108898642DccA7,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x8cB96E95C714E0996e6D299F617F518D965E352E,3000,22843152,1640209218
0xef18BbFd124ec914940b539F6E4394CA9426d7A5,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0xf28164A485B0B2C90639E47b0f377b4a438a16B1,3000,22843346,1640209618
0x1C81C5e77d3A24B3365833BE9CF443Ff9373f018,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,500,22843393,1640209717
0x357faF5843c7FD7fb4E34FBEabDAc16eabE8a5bc,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xb33EaAd8d922B1083446DC23f610c2567fB5180f,3000,22843472,1640209879
0x00B15004f026994582C07777cA837c535B2fCd88,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xBE6159775a9050E5c4CBF81718390818702bf801,3000,22843485,1640209905
0xF842ff96a7fa1Fc92bc5eA5c56cC526671E6F852,0x23001f892c0C82b79303EDC9B9033cD190BB21c7,0x4985E0B13554fB521840e893574D3848C10Fcc6f,10000,22843666,1640210279
0x239F4CbeEAfFC4d6A94d0c1363D5f228A9c002Bc,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,3000,22843691,1640210329
0xf9E9526E55a0e1Fac1813B2fE88bc9B30Eea04F9,0x23D29D30e35C5e8D321e1dc9A8a61BFD846D4C5C,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,10000,22843724,1640210399
0x67e708986a809aCefDe16f2417FA5701241E3935,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,10000,22844009,1640210985
0xDe92E7fBe021344BA02D9225792d219d3A2dDd58,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,3000,22844047,1640211065
0xA036Cf4828C40901A0D503ABC1e44180bAa876bb,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xE58e8391BA17731C5671F9c6E00e420608Dca10e,10000,22844085,1640211141
0x5bE046cF98b48310d3dD0D061CC9dF752F889903,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x7Dc47Cfb674bEb5827283F6140F635680A5cE992,10000,22844120,1640211265
0x82077bc518D9bf5c25566C03cBA0d66982ca988e,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xdDa40cdfe4A0090f42Ff49f264A831402ADB801A,3000,22844160,1640211427
0xE05A62cF9EfC21d4CD37278043C5B1F66d7DC41F,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x7Dc47Cfb674bEb5827283F6140F635680A5cE992,3000,22844276,1640211663
0xfe343675878100b344802A6763fd373fDeed07A4,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,3000,22844277,1640211665
0x07047B206bD2e058a4bc79f250009595B9AF8d8C,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,3000,22844304,1640211723
0xc37342A42Ecc61436f98B28B6a8700b1760e4120,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x51869836681BcE74a514625c856aFb697a013797,10000,22844754,1640212689
0x65c4b1bD1f30569198DdA7CC4cb438C4a90357F5,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xb33EaAd8d922B1083446DC23f610c2567fB5180f,10000,22844801,1640212877
0x2e8121eD2D0c3C2B7e1cf77670cc932a806cc8e9,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x462D8d82C2B2D2DDabf7f8a93928De09d47A5807,3000,22844811,1640212897
0x5F3799E894d7579BC69624B24F8f8B90E09c567E,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x385Eeac5cB85A38A9a07A70c73e0a3271CfB54A7,10000,22844823,1640212921
0x14DC557C0C853D858E5F82e65bAcCb00dece2099,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,0xf28164A485B0B2C90639E47b0f377b4a438a16B1,3000,22844945,1640213173
0x4c78f4cE93D202A3E261577AFb3C60fe2c0f00DC,0x23001f892c0C82b79303EDC9B9033cD190BB21c7,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,500,22845098,1640213487
0xcD6D573b0A80A09989BE4435EBF77c00682A1344,0x229b1b6C23ff8953D663C4cBB519717e323a0a84,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,3000,22845192,1640213683
0xC69Da3f77Ff1FE4b2513A8f0c4452f94F4c5483f,0x385Eeac5cB85A38A9a07A70c73e0a3271CfB54A7,0xFE793D34d6D6Ff83B0e5DC4cC0C530AC366a9633,3000,22845204,1640213707
0xcD9549206A403d3f1F516F139ff2e28a53cfda02,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0xFE793D34d6D6Ff83B0e5DC4cC0C530AC366a9633,3000,22845446,1640214335
0x92F3991E54fDBF96dE911D83f8dA42619E7B197b,0x4985E0B13554fB521840e893574D3848C10Fcc6f,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22845477,1640214397
0x786700aC4d50124e940a69d038B4DC2a90eC4cC9,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x371b97c779E8C5197426215225dE0eEac7dD13AF,10000,22845664,1640214783
0xFCA68e7dd766D4c2314F0DbA570F4428201fF78B,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x76502d5FB8698Ae5387cFfda2DB3B6B69D7bf976,10000,22846026,1640215553
0xb1fb8439C916d6C18a1386f758c4e521164C3865,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA9536B9c75A9E0faE3B56a96AC8EdF76AbC91978,3000,22846058,1640215681
0xC4F8a6e998843cEf296968B2B67a8387A13d87D4,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x5961Cf888083cfdd594d5D75fB88112443Ed6297,3000,22846480,1640216637
0xAe7D43208D87137C30FF2E682EFDF406e00dafFE,0x00e5646f60AC6Fb446f621d146B6E1886f002905,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,500,22846674,1640217038
0xbEAf7156bA07C3dF8FAc42E90188c5a752470DB7,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89,500,22846842,1640217382
0x59775e7CE9C9f9b71B12A8C06A8835A2a14F6315,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x6d0c966c8A09e354Df9C48b446A474CE3343D912,3000,22846921,1640217548
0x7746fc0b745177bF7De10082fD8A3b166691D35A,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xe6FC6C7CB6d2c31b359A49A33eF08aB87F4dE7CE,3000,22846931,1640217568
0xB8d02Ae03CB0b1847cBE5Df10A8E585431fE0fEa,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xbD7A5Cf51d22930B8B3Df6d834F9BCEf90EE7c4f,10000,22846988,1640217686
0x2c5d4E8A0e82af9AA2FE108De8D7B3bbD84EE0eB,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xb8DD82E944354B7bf9e9E0744ba5fF786581d372,10000,22847196,1640218114
0x49aA2e4A31Ad383B1cdf8D4582708397E2F72237,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0F38dB64E04Bcd5373dCdF941Fd909d8436f4fdb,10000,22847612,1640219100
0x145fc396e8305516b10F960b6413454a87c815EB,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,3000,22847628,1640219136
0x885dD1D7640d9F3d247C962774151483Bb9CdF25,0x0F38dB64E04Bcd5373dCdF941Fd909d8436f4fdb,0xb8DD82E944354B7bf9e9E0744ba5fF786581d372,10000,22847739,1640219362
0x0Af83114F8cbe4fB1A998cC452ed96391834F975,0x0F38dB64E04Bcd5373dCdF941Fd909d8436f4fdb,0x2cf15C001A2A5dA76bf213D17763e5C856aE3632,10000,22847999,1640220026
0x6347C1b550e3CEf5edfa2443756D5Ca858A04EC4,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x692597b009d13C4049a947CAB2239b7d6517875F,500,22848099,1640220234
0x6390d38518F15650Ef1C02F1Ee1c703400985798,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x348e62131fce2F4e0d5ead3Fe1719Bc039B380A9,10000,22849161,1640222559
0x74F2297CAD95112B60218d00bC4f67f7aE5Bce2c,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x24834BBEc7E39ef42f4a75EAF8E5B6486d3F0e57,10000,22849247,1640222735
0x642F28a89fa9d0Fa30e664F71804Bfdd7341D21f,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,3000,22849511,1640223279
0x0a8a49179fbd276DC8f1169226FdfdF1947fDa3f,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x5647Fe4281F8F6F01E84BCE775AD4b828A7b8927,10000,22849654,1640223573
0x56aF7DB6bb45306A455EbceEA19f1b675Faf6186,0x24834BBEc7E39ef42f4a75EAF8E5B6486d3F0e57,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22850022,1640224333
0x25ed1391a52610A381FaBb1efBc007231eE3EA77,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xf50D05A1402d0adAfA880D36050736f9f6ee7dee,3000,22850093,1640224479
0x98A47116A1516126051Bd5Be63B43dFdADb9c8b6,0x3Ad707dA309f3845cd602059901E39C4dcd66473,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22850442,1640225201
0x8AAaCfbC6b77c5fEb4af5E4ce746F4404E3e34b1,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xE0339c80fFDE91F3e20494Df88d4206D86024cdF,3000,22850639,1640225607
0x74A41421Ac51F8df95C790349caCA6AC70ADd573,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xAB5F7a0e20b0d056Aed4Aa4528C78da45BE7308b,10000,22850832,1640226009
0x3202314B83Cd3585e8Eb7748A19600a19765D2d4,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xAB5F7a0e20b0d056Aed4Aa4528C78da45BE7308b,10000,22850896,1640226141
0x609e90fC810a8f98dA4cEB5907dbc883f5d8c2eb,0x2b88aD57897A8b496595925F43048301C37615Da,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22851060,1640226605
0x102AbeB3Ff3A57F0f5Ef1A81dDd36C670281b1d6,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xbD7A5Cf51d22930B8B3Df6d834F9BCEf90EE7c4f,10000,22851360,1640227227
0x7F567cE133B0B69458fC318af06Eee27642865be,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,500,22851444,1640227399
0x4D05f2A005e6F36633778416764E82d1D12E7fbb,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x172370d5Cd63279eFa6d502DAB29171933a610AF,3000,22851462,1640227439
0xd7eAFA306a40c63E9ED51696669ae0CA6c24CBcC,0x1379E8886A944d2D9d440b3d88DF536Aea08d9F3,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,10000,22851528,1640227575
0x65932075c7DEe3b392D7ba331dC0216Ca4908dCf,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0xf8F9efC0db77d8881500bb06FF5D6ABc3070E695,10000,22852009,1640228565
0x6F95ccea069978899B95142242b55f7Ea46c9EF9,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x2F800Db0fdb5223b3C3f354886d907A671414A7F,3000,22852361,1640229293
0xCF7282937871Ef75EE7D148C40E82F39ef0DA136,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x2cf15C001A2A5dA76bf213D17763e5C856aE3632,10000,22852425,1640229425
0x816315301A07bB38425E67F8BcA01e956DBF5c8a,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xcE829A89d4A55a63418bcC43F00145adef0eDB8E,500,22852524,1640229627
0x41C41ef408205CFD0afA34Ebd971E96371dC31f5,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,0xDBf31dF14B66535aF65AaC99C32e9eA844e14501,500,22852651,1640229889
0xe2AFA91AD8d1df82C915487afAbCd6E5aFEF430a,0x2F800Db0fdb5223b3C3f354886d907A671414A7F,0x4e78011Ce80ee02d2c3e649Fb657E45898257815,3000,22852865,1640230333
0x0ba65851A431Aa4EAA78b49b071DC0721EA56d83,0x72928d5436Ff65e57F72D5566dCd3BaEDC649A88,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,3000,22853025,1640230661
0xc245ae00292F130232De089cEC5f5461c6ab33a8,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x4237302A7db5dfD04d1FfF5Fd93a6F09bdE8F08C,10000,22853360,1640231351
0x7d7C345Cf2166723004562081B1EDdC5428341ae,0x4237302A7db5dfD04d1FfF5Fd93a6F09bdE8F08C,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22853429,1640231493
0x0C19525DA8343cbd3251C67d3EdC01F1c747F463,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x93dA8f92e89Dde30C27CD2Ef965bD9e91BcFb174,10000,22853629,1640231905
0x613b489B50f92031cAbCe6470228b1de8E33eD5d,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x4e78011Ce80ee02d2c3e649Fb657E45898257815,3000,22853698,1640232051
0x5D55C447eb3e904af534CFDeAFfC0aa868d6DBcF,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,10000,22853709,1640232073
0xE3a75D67E791a83d4dB5E8565bAa9105Cb11fd2F,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xc792698DDA285f79142b33c2FcF62aebE591e299,3000,22853734,1640232123
0x2e0Ad6ffE323bB1594EaD93C9f4b42d499763e8c,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x8A953CfE442c5E8855cc6c61b1293FA648BAE472,10000,22853827,1640232317
0xCEeFA9e8C44532ed233CEc6D0b738Db5755856cf,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,10000,22853877,1640232417
0x72f495a616f96e8E881F5D9B00fE489D02550B0F,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,10000,22853978,1640232627
0x9556422613b99E60Ab5ED32F2e8A5f5fDF875d24,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,0xb33EaAd8d922B1083446DC23f610c2567fB5180f,10000,22854223,1640233261
0xd8BD45AFC16C2b483826C26cA47E2439880C6BEB,0x5fe2B58c013d7601147DcdD68C143A77499f5531,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,3000,22854235,1640233285
0xB1b38322578fF8bc501e22aD68B0e77DB3E0fB1a,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x8A953CfE442c5E8855cc6c61b1293FA648BAE472,10000,22854332,1640233483
0x7cbf7eCE6e27b8aD3fB841bAAB56087bb9225c1d,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22854417,1640233661
0x8f16A8E864162ec84a2906646E08a561b5A7f72d,0x385Eeac5cB85A38A9a07A70c73e0a3271CfB54A7,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22854735,1640234317
0x399C01cd004866c0F3280892bAc9aaB8eb0805Ca,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x6f8a06447Ff6FcF75d803135a7de15CE88C1d4ec,10000,22854970,1640234799
0x8CF60170B721539907eb680593D436CcB778630E,0x6f8a06447Ff6FcF75d803135a7de15CE88C1d4ec,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22855127,1640235125
0x056ecbE9b8086D80f8384Ba0d2589BbC3770a83a,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x3cABD2d298b9172533aD47D3F692e8FE13673160,10000,22855290,1640235459
0xBF3915A864D98556D14502CaD8f8d581f526d9e1,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x462D8d82C2B2D2DDabf7f8a93928De09d47A5807,3000,22855527,1640235949
0x89dDDE5101e6f3A339e166667345FdE37eEEb7d0,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xdAb529f40E671A1D4bF91361c21bf9f0C9712ab7,10000,22855574,1640236047
0x6F8c60206Dda26Dc41882D73900dc4212e79b06B,0x3cABD2d298b9172533aD47D3F692e8FE13673160,0xC6Cf885E98D91049262e0cCF63E6bf5195121802,500,22855701,1640236309
0x7e1909b913840987bBB4539359dD36342265B4b9,0x4257EA7637c355F81616050CbB6a9b709fd72683,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,10000,22857243,1640239617
0xB6338eCa20a24249eB35F65cB93E2Ab1653dBbEf,0x3Dbd2A88627566306AE9f5F5FB466B498535aF21,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,500,22857785,1640240733
0xD404aa6A5117924F94Cf57B047eF1f4CeFCFB7b8,0x39cDBd331c94d781D4B50802346152549689B1e5,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,10000,22857866,1640240903
0xbdf644D3c04D3f9b75A85536c8CB94616625b373,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,0xf50D05A1402d0adAfA880D36050736f9f6ee7dee,10000,22857933,1640241069
0x407Aff2b6316BB33F5e1737f1594b68A4DA159c0,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,0x6f57Ec3C983a04C9Bf9958C9E908c39a3cD0870d,10000,22858450,1640242235
0x56ff3A6fA5476C5Fd28Af7616d8BB35E50a47A81,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,10000,22858574,1640242491
0x190D84899564094aa272A89B621D2120b5Ab6669,0x4414aC21b60c504DFEa0A27679b90a278C2ca962,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,10000,22859731,1640245023
0xCB9842A6d0b4c0A72197F413be4204c68bE835C3,0x263026E7e53DBFDce5ae55Ade22493f828922965,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,3000,22859939,1640245451
